,Image Name,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,True Skill Rating,Load,Exemplar of,To be asked,Trial Type,Audio,RT to TO,RT VS,RT to TO,Sound Onset,Sound Hz,Trial N.,trial_n
67,2008_001920.jpg, tvmonitor, person,,,,34.98802186,high, person, bottle,Target Absent,Normal,None,"[('p', 1.7643126171897165)]",-999,None,None,20,80
279,2009_003265.jpg, person, chair, bottle, diningtable, tvmonitor,39.0005066,high, chair,,No Target,Normal,None,Na,Na,None,None,21,81
80,2008_002199.jpg, car, bottle, person,,,36.80648002,high, car,,No Target,Normal,None,Na,Na,None,None,22,82
349,2010_002183.jpg, person, horse,,,,34.55757717,high, horse,,No Target,Normal,None,Na,Na,None,None,23,83
52,2008_001278.jpg, person, horse,,,,32.48053186,high, horse,,No Target,Normal,None,Na,Na,None,None,24,84
34,2008_000619.jpg, car, cat,,,,33.46218479,high, cat, cat,Target Present,Normal,None,"[('p', 1.6378082710434683)]",-999,None,None,25,85
148,2008_005600.jpg, person, cat,,,,30.22651638,high, cat,,No Target,Normal,None,Na,Na,None,None,26,86
200,2008_008341.jpg, pottedplant, person,,,,30.93117424,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,27,87
348,2010_002127.jpg, person, bottle, car,,,34.31316104,high, car,,No Target,Normal,None,Na,Na,None,None,28,88
396,2010_005170.jpg, person, chair, diningtable, sofa,,30.91646677,high, person,,No Target,Normal,None,Na,Na,None,None,29,89
363,2010_003014.jpg, sofa, person,,,,31.45021986,high, person,,No Target,Normal,None,Na,Na,None,None,30,90
37,2008_000697.jpg, bird,,,,,32.06509586,high, bird, horse,Target Absent,Critical,None,"[('q', 1.7696872522355989)]",-999,0.969,tone3,31,91
28,2008_000424.jpg, person,,,,,29.85785785,high, person,,No Target,Normal,None,Na,Na,None,None,32,92
0,2008_000032.jpg, bus, person,,,,30.61203595,high, person,,No Target,Normal,None,Na,Na,None,None,33,93
40,2008_000798.jpg, bird,,,,,29.59459789,high, bird,,No Target,Normal,None,Na,Na,None,None,34,94
390,2010_004542.jpg, person, horse,,,,33.85482115,high, horse,,No Target,Critical,"[('space', 0.9727425150122144)]",Na,Na,0.408,tone1,35,95
55,2008_001329.jpg, car, person,,,,34.57644103,high, car,,No Target,Normal,None,Na,Na,None,None,36,96
296,2009_004199.jpg, bottle,,,,,34.55732937,high, bottle,,No Target,Normal,None,Na,Na,None,None,37,97
393,2010_004844.jpg, pottedplant, person, motorbike, car, bus,30.65978031,high, pottedplant,,No Target,Critical,"[('space', 0.9428017038517282)]",Na,Na,0.527,tone3,38,98
53,2008_001312.jpg, person, bottle,,,,31.29356592,high, bottle,,No Target,Normal,None,Na,Na,None,None,39,99
146,2008_005519.jpg, pottedplant, person, chair, diningtable,,31.52068761,high, chair,,No Target,Normal,None,Na,Na,None,None,40,100
295,2009_004179.jpg, person, chair, dog, car,,31.41085347,high, dog,,No Target,Critical,"[('space', 0.10329950475716032)]",Na,Na,0.674,tone1,41,101
298,2009_004283.jpg, pottedplant, sofa,,,,29.04248887,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,42,102
463,2011_002193.jpg, person, aeroplane,,,,30.18288572,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,43,103
42,2008_000829.jpg, person, dog,,,,30.55610287,high, dog,,No Target,Normal,None,Na,Na,None,None,44,104
465,2011_002358.jpg, person, chair, diningtable, bottle,,32.26151027,high, bottle,,No Target,Critical,"[('space', 0.44773230143619)]",Na,Na,0.951,tone2,45,105
364,2010_003232.jpg, cat,,,,,30.66707338,high, cat,,No Target,Normal,None,Na,Na,None,None,46,106
359,2010_002742.jpg, person, bottle, pottedplant, tvmonitor, chair,31.67638571,high, bottle,,No Target,Normal,"[('space', 0.8760370020754635)]",Na,Na,None,None,47,107
377,2010_003729.jpg, pottedplant, car, chair, bicycle, person,30.13324411,high, pottedplant,,No Target,Critical,None,Na,Na,0.42,tone2,48,108
167,2008_006767.jpg, boat,,,,,32.60330947,high, boat,,No Target,Normal,None,Na,Na,None,None,49,109
394,2010_004950.jpg, boat,,,,,29.96161285,high, boat,,No Target,Normal,None,Na,Na,None,None,50,110
104,2008_003689.jpg, pottedplant, person, chair,,,30.60605981,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,51,111
32,2008_000541.jpg, person, sofa,,,,29.63901024,high, sofa,,No Target,Normal,None,Na,Na,None,None,52,112
423,2011_000548.jpg, bird, cow,,,,30.961221,high, bird,,No Target,Normal,None,Na,Na,None,None,53,113
417,2011_000278.jpg, person, boat, car,,,35.33464598,high, car,,No Target,Normal,None,Na,Na,None,None,54,114
229,2009_000926.jpg, pottedplant, sofa,,,,35.07912895,high, sofa,,No Target,Normal,None,Na,Na,None,None,55,115
102,2008_003575.jpg, person, aeroplane,,,,31.07062434,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,56,116
234,2009_001107.jpg, sofa,,,,,30.15956649,high, sofa,,No Target,Normal,None,Na,Na,None,None,57,117
175,2008_007057.jpg, dog,,,,,40.77312128,high, dog,,No Target,Normal,None,Na,Na,None,None,58,118
78,2008_002185.jpg, person,,,,,34.64372837,high, person,,No Target,Normal,None,Na,Na,None,None,59,119
262,2009_002414.jpg, bird,,,,,29.74278668,high, bird,,No Target,Critical,None,Na,Na,0.537,tone4,0,120
330,2010_000942.jpg, pottedplant, person, chair,,,34.89137182,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,1,121
474,2011_002814.jpg, sofa, bottle, pottedplant, tvmonitor, chair,33.93777562,high, bottle,,No Target,Normal,None,Na,Na,None,None,2,122
185,2008_007527.jpg, tvmonitor, chair,,,,32.38481414,high, chair,,No Target,Critical,"[('space', 0.754195120469376)]",Na,Na,0.274,tone2,3,123
247,2009_001751.jpg, bird,,,,,29.97187988,high, bird,,No Target,Normal,None,Na,Na,None,None,4,124
432,2011_001031.jpg, sofa, chair,,,,29.49317582,high, sofa,,No Target,Normal,None,Na,Na,None,None,5,125
374,2010_003579.jpg, chair, cat,,,,29.79862915,high, cat,,No Target,Normal,None,Na,Na,None,None,6,126
179,2008_007281.jpg, sofa, person, bottle, pottedplant, tvmonitor,36.88958526,high, bottle, bottle,Target Present,Critical,"[('space', 0.6986421149340458)]","[('p', 1.6746196174208308)]",-999,0.219,tone1,7,127
446,2011_001605.jpg, pottedplant, person, motorbike,,,34.41600543,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,8,128
121,2008_004441.jpg, person, bicycle, car,,,30.19059303,high, person,,No Target,Normal,None,Na,Na,None,None,9,129
190,2008_007745.jpg, person, dog,,,,32.95939022,high, dog, bottle,Target Absent,Critical,None,"[('q', 1.7388070488304948)]","['space', 1.114860158850206]",0.561,tone1,10,130
441,2011_001382.jpg, pottedplant, person, diningtable, bottle,,28.93951331,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,11,131
451,2011_001799.jpg, car, motorbike,,,,30.34900042,high, car,,No Target,Normal,None,Na,Na,None,None,12,132
126,2008_004614.jpg, car, bus, person,,,31.30513577,high, car, car,Target Present,Normal,None,"[('p', 1.8330436279939022)]",-999,None,None,13,133
176,2008_007108.jpg, pottedplant, dog,,,,29.85183435,high, dog,,No Target,Normal,None,Na,Na,None,None,14,134
382,2010_003943.jpg, cat,,,,,31.19357079,high, cat,,No Target,Normal,None,Na,Na,None,None,15,135
27,2008_000421.jpg, person, bottle, sofa,,,28.87632024,high, bottle,,No Target,Normal,None,Na,Na,None,None,16,136
407,2010_005608.jpg, bird,,,,,29.2726546,high, bird,,No Target,Normal,None,Na,Na,None,None,17,137
100,2008_003429.jpg, person, motorbike,,,,31.41933888,high, person,,No Target,Normal,None,Na,Na,None,None,18,138
44,2008_000916.jpg, pottedplant, person, train,,,29.32349307,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,19,139
266,2009_002571.jpg, pottedplant, sofa, chair, diningtable,,28.96846506,high, sofa,,No Target,Normal,None,Na,Na,None,None,20,140
287,2009_003801.jpg, car,,,,,29.67521889,high, car,,No Target,Normal,None,Na,Na,None,None,21,141
233,2009_000995.jpg, sofa, person,,,,31.46367723,high, sofa, bird,Target Absent,Normal,None,"[('q', 1.815428099143901)]",-999,None,None,22,142
147,2008_005563.jpg, person, dog,,,,29.07873274,high, dog,,No Target,Normal,None,Na,Na,None,None,23,143
281,2009_003323.jpg, person, horse,,,,28.63959648,high, horse,,No Target,Normal,None,Na,Na,None,None,24,144
410,2010_005718.jpg, car, aeroplane,,,,32.22452077,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,25,145
13,2008_000192.jpg, bird,,,,,29.17631148,high, bird,,No Target,Normal,None,Na,Na,None,None,26,146
158,2008_006121.jpg, person, boat,,,,30.38418727,high, boat,,No Target,Normal,None,Na,Na,None,None,27,147
171,2008_006870.jpg, person, dog,,,,30.6573416,high, dog,,No Target,Critical,"[('space', 0.5867515189238475)]",Na,Na,0.828,tone4,28,148
207,2008_008607.jpg, aeroplane,,,,,32.02068991,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,29,149
411,2010_005894.jpg, chair,,,,,29.02795836,high, chair,,No Target,Normal,None,Na,Na,None,None,30,150
395,2010_005106.jpg, person, aeroplane,,,,30.24293721,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,31,151
128,2008_004646.jpg, person, aeroplane,,,,32.01497355,high, aeroplane, chair,Target Absent,Normal,None,"[('q', 1.8047164617746603)]",-999,None,None,32,152
81,2008_002350.jpg, bird,,,,,29.81492031,high, bird,,No Target,Normal,None,Na,Na,None,None,33,153
75,2008_002084.jpg, pottedplant, person, dog,,,30.00737433,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,34,154
122,2008_004445.jpg, pottedplant, chair,,,,30.34541588,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,35,155
471,2011_002631.jpg, cat,,,,,29.37680987,high, cat,,No Target,Normal,None,Na,Na,None,None,36,156
459,2011_002005.jpg, tvmonitor, chair, person,,,30.09308124,high, chair,,No Target,Normal,None,Na,Na,None,None,37,157
222,2009_000547.jpg, car, horse, person,,,32.99612117,high, horse,,No Target,Critical,None,Na,Na,0.76,tone4,38,158
161,2008_006298.jpg, sheep, person, horse,,,32.38547762,high, horse,,No Target,Normal,None,Na,Na,None,None,39,159
195,2008_007970.jpg, person, aeroplane,,,,30.07304163,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,40,160
105,2008_003755.jpg, car, dog, person,,,29.76355213,high, dog,,No Target,Critical,"[('space', 0.21085806282644626)]",Na,Na,0.762,tone2,41,161
338,2010_001533.jpg, tvmonitor, chair, person,,,33.46727324,high, person,,No Target,Normal,None,Na,Na,None,None,42,162
43,2008_000880.jpg, car, horse, person,,,34.97663775,high, car,,No Target,Normal,None,Na,Na,None,None,43,163
412,2010_006015.jpg, chair, bottle,,,,33.56815114,high, bottle,,No Target,Critical,"[('space', 0.46947802007343853)]",Na,Na,0.527,tone4,44,164
153,2008_005750.jpg, aeroplane,,,,,29.20186946,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,45,165
239,2009_001321.jpg, car, aeroplane,,,,37.93755166,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,46,166
197,2008_008080.jpg, pottedplant, bus, bicycle,,,33.24041884,high, pottedplant, pottedplant,Target Present,Critical,None,"[('q', 1.873677545278042)]","['space', 1.3137464587489376]",0.636,tone3,47,167
129,2008_004690.jpg, bird,,,,,30.51535276,high, bird,,No Target,Normal,None,Na,Na,None,None,48,168
70,2008_002026.jpg, pottedplant, sofa, chair,,,35.71139853,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,49,169
356,2010_002472.jpg, cat,,,,,32.66066395,high, cat,,No Target,Normal,None,Na,Na,None,None,50,170
408,2010_005669.jpg, dog,,,,,33.96067753,high, dog,,No Target,Normal,None,Na,Na,None,None,51,171
415,2011_000009.jpg, tvmonitor, chair, bottle, person,,35.25028289,high, chair,,No Target,Normal,None,Na,Na,None,None,52,172
5,2008_000093.jpg, tvmonitor, chair, sofa,,,29.822033,high, sofa,,No Target,Normal,None,Na,Na,None,None,53,173
282,2009_003338.jpg, person, horse,,,,30.13089803,high, horse,,No Target,Normal,None,Na,Na,None,None,54,174
230,2009_000934.jpg, person, horse,,,,33.98425573,high, horse,,No Target,Normal,None,Na,Na,None,None,55,175
204,2008_008490.jpg, bird,,,,,29.18141014,high, bird,,No Target,Normal,None,Na,Na,None,None,56,176
420,2011_000434.jpg, sofa, person, tvmonitor,,,31.14925642,high, person,,No Target,Normal,None,Na,Na,None,None,57,177
242,2009_001462.jpg, chair,,,,,32.44930357,high, chair,,No Target,Normal,None,Na,Na,None,None,58,178
15,2008_000196.jpg, pottedplant, bicycle, bottle, cat,,35.35378443,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,59,179
10,2008_000151.jpg, aeroplane,,,,,8.171244741,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,0,180
106,2008_003767.jpg, pottedplant,,,,,21.25588755,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,1,181
461,2011_002050.jpg, boat,,,,,17.33155808,low, boat,,No Target,Critical,"[('space', 0.821618394642428)]",Na,Na,0.348,tone2,2,182
208,2008_008714.jpg, sheep, dog,,,,20.07817344,low, dog,,No Target,Normal,None,Na,Na,None,None,3,183
272,2009_002820.jpg, tvmonitor, bird,,,,15.42778804,low, bird,,No Target,Normal,None,Na,Na,None,None,4,184
84,2008_002379.jpg, pottedplant, chair, diningtable,,,17.13857605,low, pottedplant,,No Target,Critical,None,Na,Na,0.141,tone4,5,185
237,2009_001312.jpg, aeroplane,,,,,19.88575045,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,6,186
114,2008_004174.jpg, dog,,,,,16.3635983,low, dog,,No Target,Normal,None,Na,Na,None,None,7,187
297,2009_004263.jpg, pottedplant, chair, diningtable,,,21.05350372,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,8,188
123,2008_004490.jpg, chair, cat,,,,16.57851398,low, chair,,No Target,Critical,"[('space', 0.7847409059249912)]",Na,Na,0.315,tone1,9,189
444,2011_001568.jpg, cat,,,,,17.32743513,low, cat,,No Target,Normal,None,Na,Na,None,None,10,190
268,2009_002697.jpg, horse,,,,,19.78900607,low, horse,,No Target,Normal,None,Na,Na,None,None,11,191
23,2008_000398.jpg, person, bottle,,,,20.42379547,low, bottle,,No Target,Normal,None,Na,Na,None,None,12,192
214,2009_000189.jpg, sofa, dog,,,,20.93405968,low, sofa,,No Target,Normal,None,Na,Na,None,None,13,193
292,2009_004083.jpg, cat,,,,,15.02423943,low, cat,,No Target,Critical,None,Na,Na,0.12,tone1,14,194
304,2009_004620.jpg, aeroplane,,,,,17.41279879,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,15,195
400,2010_005376.jpg, horse,,,,,20.34348153,low, horse,,No Target,Normal,None,Na,Na,None,None,16,196
228,2009_000919.jpg, boat,,,,,19.2535196,low, boat,,No Target,Normal,None,Na,Na,None,None,17,197
303,2009_004594.jpg, car,,,,,19.03017815,low, car,,No Target,Normal,None,Na,Na,None,None,18,198
154,2008_005831.jpg, dog,,,,,15.13791528,low, dog,,No Target,Normal,None,Na,Na,None,None,19,199
362,2010_002990.jpg, person, cat,,,,19.84957835,low, cat,,No Target,Normal,None,Na,Na,None,None,20,200
357,2010_002498.jpg, person, boat,,,,17.99774847,low, boat, boat,Target Present,Normal,None,"[('p', 1.6751789763220586)]",-999,None,None,21,201
290,2009_003974.jpg, car,,,,,16.30622987,low, car,,No Target,Normal,None,Na,Na,None,None,22,202
221,2009_000525.jpg, person,,,,,17.83437809,low, person,,No Target,Normal,None,Na,Na,None,None,23,203
299,2009_004334.jpg, bird,,,,,18.83558265,low, bird,,No Target,Normal,None,Na,Na,None,None,24,204
365,2010_003255.jpg, bird,,,,,13.95929412,low, bird, chair,Target Absent,Critical,None,"[('q', 1.7941279859951464)]","['space', 1.298157679339056]",0.873,tone3,25,205
399,2010_005257.jpg, cat,,,,,20.04157457,low, cat,,No Target,Normal,None,Na,Na,None,None,26,206
413,2010_006076.jpg, dog,,,,,20.39097313,low, dog,,No Target,Normal,None,Na,Na,None,None,27,207
422,2011_000514.jpg, pottedplant,,,,,18.03153745,low, pottedplant, pottedplant,Target Present,Normal,None,"[('p', 1.6617512267039274)]",-999,None,None,28,208
334,2010_001370.jpg, dog,,,,,17.80742804,low, dog,,No Target,Normal,None,Na,Na,None,None,29,209
271,2009_002749.jpg, bottle,,,,,20.96364308,low, bottle,,No Target,Normal,None,Na,Na,None,None,30,210
442,2011_001432.jpg, bird,,,,,19.73559235,low, bird, bird,Target Present,Normal,None,"[('p', 1.5518979286935064)]",-999,None,None,31,211
22,2008_000339.jpg, bird,,,,,14.38243182,low, bird,,No Target,Normal,None,Na,Na,None,None,32,212
447,2011_001611.jpg, pottedplant,,,,,20.3935266,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,33,213
109,2008_004036.jpg, person, motorbike,,,,19.44615669,low, person,,No Target,Normal,None,Na,Na,None,None,34,214
253,2009_001894.jpg, cat,,,,,19.10769655,low, cat,,No Target,Normal,None,Na,Na,None,None,35,215
225,2009_000742.jpg, bottle,,,,,16.39468003,low, bottle,,No Target,Normal,None,Na,Na,None,None,36,216
430,2011_001005.jpg, pottedplant, sofa,,,,18.96772267,low, pottedplant,,No Target,Critical,None,Na,Na,0.841,tone4,37,217
325,2010_000628.jpg, car,,,,,19.89235212,low, car,,No Target,Normal,None,Na,Na,None,None,38,218
289,2009_003962.jpg, bird,,,,,16.63718849,low, bird,,No Target,Normal,None,Na,Na,None,None,39,219
248,2009_001774.jpg, sofa, dog,,,,16.14256262,low, sofa,,No Target,Critical,None,Na,Na,0.082,tone2,40,220
