,Audio,RT_VS,Sound_Onset,RT_TO,Acc_VS,Acc_DT,Load,Trial_Type,Sound_Hz
49,Critical,NaN,0.372,0.5640000000000001,999,1,low,No Target,tone2
50,Normal,NaN,None,NaN,999,999,low,No Target,None
51,Normal,NaN,None,NaN,999,999,low,No Target,None
52,Normal,NaN,None,NaN,999,999,low,No Target,None
53,Normal,NaN,None,NaN,999,999,low,No Target,None
54,Normal,NaN,None,NaN,999,999,low,No Target,None
55,Normal,NaN,None,NaN,999,999,low,No Target,None
56,Normal,0.8740000000000001,None,NaN,0,999,low,Target Absent,None
57,Normal,NaN,None,NaN,999,999,low,No Target,None
58,Critical,NaN,0.689,0.5220000000000001,999,1,low,No Target,tone1
59,Normal,1.1150000000000002,None,NaN,1,999,low,Target Absent,None
60,Normal,NaN,None,NaN,999,999,high,No Target,None
61,Normal,NaN,None,NaN,999,999,high,No Target,None
62,Critical,NaN,0.447,0.5879999999999999,999,1,high,No Target,tone2
63,Normal,NaN,None,NaN,999,999,high,No Target,None
64,Normal,NaN,None,NaN,999,999,high,No Target,None
65,Normal,NaN,None,NaN,999,999,high,No Target,None
66,Normal,NaN,None,NaN,999,999,high,No Target,None
67,Normal,NaN,None,NaN,999,999,high,No Target,None
68,Normal,NaN,None,NaN,999,999,high,No Target,None
69,Normal,NaN,None,NaN,999,999,high,No Target,None
70,Critical,NaN,0.83,NaN,999,0,high,No Target,tone4
71,Normal,1.7080000000000002,None,NaN,1,999,high,Target Absent,None
72,Normal,NaN,None,NaN,999,999,high,No Target,None
73,Normal,NaN,None,NaN,999,999,high,No Target,None
74,Normal,NaN,None,NaN,999,999,high,No Target,None
75,Critical,NaN,0.22,0.63,999,1,high,No Target,tone2
76,Normal,1.024,None,NaN,1,999,high,Target Present,None
77,Normal,NaN,None,NaN,999,999,high,No Target,None
78,Normal,NaN,None,NaN,999,999,high,No Target,None
79,Normal,NaN,None,NaN,999,999,high,No Target,None
80,Normal,0.873,None,NaN,1,999,high,Target Present,None
81,Normal,NaN,None,NaN,999,999,high,No Target,None
82,Normal,NaN,None,NaN,999,999,high,No Target,None
83,Normal,NaN,None,NaN,999,999,high,No Target,None
84,Normal,NaN,None,NaN,999,999,high,No Target,None
85,Normal,NaN,None,NaN,999,999,high,No Target,None
86,Normal,NaN,None,NaN,999,999,high,No Target,None
87,Critical,NaN,0.132,0.51,999,1,high,No Target,tone1
88,Normal,NaN,None,NaN,999,999,high,No Target,None
89,Normal,NaN,None,NaN,999,999,high,No Target,None
90,Normal,NaN,None,NaN,999,999,high,No Target,None
91,Critical,NaN,0.933,0.46699999999999986,999,1,high,No Target,tone3
92,Normal,NaN,None,NaN,999,999,high,No Target,None
93,Normal,NaN,None,NaN,999,999,high,No Target,None
94,Normal,NaN,None,NaN,999,999,high,No Target,None
95,Normal,NaN,None,NaN,999,999,high,No Target,None
96,Normal,NaN,None,NaN,999,999,high,No Target,None
97,Normal,NaN,None,NaN,999,999,high,No Target,None
98,Critical,1.1155,0.85,0.691,999,1,high,Target Absent,tone3
99,Normal,NaN,None,NaN,999,999,high,No Target,None
100,Normal,NaN,None,NaN,999,999,high,No Target,None
101,Normal,NaN,None,NaN,999,999,high,No Target,None
102,Normal,NaN,None,NaN,999,999,high,No Target,None
103,Normal,NaN,None,NaN,999,999,high,No Target,None
104,Critical,NaN,0.148,0.6719999999999999,999,1,high,No Target,tone2
105,Normal,NaN,None,NaN,999,999,high,No Target,None
106,Normal,NaN,None,NaN,999,999,high,No Target,None
107,Normal,NaN,None,NaN,999,999,high,No Target,None
108,Normal,NaN,None,NaN,999,999,high,No Target,None
109,Normal,NaN,None,NaN,999,999,high,No Target,None
110,Normal,NaN,None,NaN,999,999,high,No Target,None
111,Normal,NaN,None,NaN,999,999,high,No Target,None
112,Critical,NaN,0.414,0.423,999,1,high,No Target,tone1
113,Normal,NaN,None,NaN,999,999,high,No Target,None
114,Normal,NaN,None,NaN,999,999,high,No Target,None
115,Normal,NaN,None,NaN,999,999,high,No Target,None
116,Normal,NaN,None,NaN,999,999,high,No Target,None
117,Normal,1.916,None,NaN,0,999,high,Target Absent,None
118,Critical,NaN,0.591,NaN,999,0,high,No Target,tone4
119,Normal,2.124,None,0.6211739130434782,666,666,high,Target Present,None
120,Normal,NaN,None,NaN,999,999,high,No Target,None
121,Normal,NaN,None,NaN,999,999,high,No Target,None
122,Normal,NaN,None,NaN,999,999,high,No Target,None
123,Normal,NaN,None,NaN,999,999,high,No Target,None
124,Normal,NaN,None,NaN,999,999,high,No Target,None
125,Critical,NaN,0.244,0.686,999,1,high,No Target,tone2
126,Normal,NaN,None,NaN,999,999,high,No Target,None
127,Normal,NaN,None,NaN,999,999,high,No Target,None
128,Normal,NaN,None,NaN,999,999,high,No Target,None
129,Normal,NaN,None,NaN,999,999,high,No Target,None
130,Critical,NaN,0.681,0.8380000000000001,999,1,high,No Target,tone2
131,Normal,NaN,None,NaN,999,999,high,No Target,None
132,Normal,NaN,None,NaN,999,999,high,No Target,None
133,Normal,NaN,None,NaN,999,999,high,No Target,None
134,Normal,NaN,None,NaN,999,999,high,No Target,None
135,Critical,NaN,0.897,0.42799999999999994,999,1,high,No Target,tone1
136,Critical,0.829,0.155,NaN,999,0,high,Target Present,tone1
137,Normal,NaN,None,NaN,999,999,high,No Target,None
138,Normal,NaN,None,NaN,999,999,high,No Target,None
139,Normal,NaN,None,NaN,999,999,high,No Target,None
140,Normal,NaN,None,NaN,999,999,high,No Target,None
141,Normal,NaN,None,NaN,999,999,high,No Target,None
142,Normal,0.714,None,NaN,1,999,high,Target Present,None
143,Normal,1.2599999999999998,None,NaN,1,999,high,Target Absent,None
144,Normal,NaN,None,NaN,999,999,high,No Target,None
145,Normal,NaN,None,NaN,999,999,high,No Target,None
146,Normal,NaN,None,NaN,999,999,high,No Target,None
147,Normal,NaN,None,NaN,999,999,high,No Target,None
148,Normal,NaN,None,NaN,999,999,high,No Target,None
149,Critical,NaN,0.465,NaN,999,0,high,No Target,tone4
150,Normal,NaN,None,NaN,999,999,high,No Target,None
151,Normal,NaN,None,NaN,999,999,high,No Target,None
152,Critical,NaN,0.447,NaN,999,0,high,No Target,tone1
153,Normal,NaN,None,NaN,999,999,high,No Target,None
154,Normal,NaN,None,NaN,999,999,high,No Target,None
155,Normal,NaN,None,NaN,999,999,high,No Target,None
156,Critical,1.4260000000000002,0.622,0.572,999,1,high,Target Absent,tone1
157,Normal,NaN,None,NaN,999,999,high,No Target,None
158,Normal,NaN,None,NaN,999,999,high,No Target,None
159,Normal,0.7729999999999999,None,NaN,1,999,high,Target Present,None
160,Normal,NaN,None,NaN,999,999,high,No Target,None
161,Normal,NaN,None,NaN,999,999,high,No Target,None
162,Normal,NaN,None,NaN,999,999,high,No Target,None
163,Normal,NaN,None,NaN,999,999,high,No Target,None
164,Normal,NaN,None,NaN,999,999,high,No Target,None
165,Normal,NaN,None,NaN,999,999,high,No Target,None
166,Normal,NaN,None,NaN,999,999,high,No Target,None
167,Normal,NaN,None,NaN,999,999,high,No Target,None
168,Normal,NaN,None,NaN,999,999,high,No Target,None
169,Normal,NaN,None,NaN,999,999,high,No Target,None
170,Normal,NaN,None,NaN,999,999,high,No Target,None
171,Normal,NaN,None,NaN,999,999,high,No Target,None
172,Normal,NaN,None,NaN,999,999,high,No Target,None
173,Normal,NaN,None,NaN,999,999,high,No Target,None
174,Normal,NaN,None,NaN,999,999,high,No Target,None
175,Critical,NaN,0.237,0.668,999,1,high,No Target,tone1
176,Normal,NaN,None,NaN,999,999,high,No Target,None
177,Normal,NaN,None,NaN,999,999,high,No Target,None
178,Critical,NaN,0.522,NaN,999,0,high,No Target,tone3
179,Normal,1.4169999999999998,None,NaN,1,999,high,Target Absent,None
180,Normal,NaN,None,NaN,999,999,low,No Target,None
181,Normal,NaN,None,NaN,999,999,low,No Target,None
182,Critical,NaN,0.132,NaN,999,0,low,No Target,tone4
183,Normal,1.1509999999999998,None,NaN,1,999,low,Target Absent,None
184,Critical,0.9119999999999999,0.958,NaN,999,0,low,Target Absent,tone4
185,Normal,NaN,None,NaN,999,999,low,No Target,None
186,Normal,NaN,None,NaN,999,999,low,No Target,None
187,Normal,NaN,None,NaN,999,999,low,No Target,None
188,Normal,NaN,None,NaN,999,999,low,No Target,None
189,Normal,1.1549999999999998,None,NaN,1,999,low,Target Present,None
190,Normal,NaN,None,NaN,999,999,low,No Target,None
191,Critical,NaN,0.355,NaN,999,0,low,No Target,tone1
192,Normal,NaN,None,NaN,999,999,low,No Target,None
193,Normal,NaN,None,NaN,999,999,low,No Target,None
194,Normal,NaN,None,NaN,999,999,low,No Target,None
195,Normal,NaN,None,NaN,999,999,low,No Target,None
196,Normal,NaN,None,NaN,999,999,low,No Target,None
197,Normal,NaN,None,NaN,999,999,low,No Target,None
198,Normal,NaN,None,NaN,999,999,low,No Target,None
199,Normal,NaN,None,NaN,999,999,low,No Target,None
200,Normal,NaN,None,NaN,999,999,low,No Target,None
201,Normal,NaN,None,NaN,999,999,low,No Target,None
202,Normal,NaN,None,NaN,999,999,low,No Target,None
203,Normal,NaN,None,NaN,999,999,low,No Target,None
204,Normal,NaN,None,NaN,999,999,low,No Target,None
205,Normal,NaN,None,NaN,999,999,low,No Target,None
206,Normal,NaN,None,NaN,999,999,low,No Target,None
207,Normal,NaN,None,NaN,999,999,low,No Target,None
208,Normal,NaN,None,NaN,999,999,low,No Target,None
209,Normal,NaN,None,NaN,999,999,low,No Target,None
210,Normal,1.1155,None,NaN,0,999,low,Target Absent,None
211,Normal,NaN,None,NaN,999,999,low,No Target,None
212,Critical,NaN,0.672,0.7399999999999999,999,1,low,No Target,tone1
213,Normal,NaN,None,NaN,999,999,low,No Target,None
214,Normal,NaN,None,NaN,999,999,low,No Target,None
215,Critical,NaN,0.22,0.5890000000000001,999,1,low,No Target,tone3
216,Normal,NaN,None,NaN,999,999,low,No Target,None
217,Normal,NaN,None,NaN,999,999,low,No Target,None
218,Critical,NaN,0.233,NaN,999,0,low,No Target,tone4
219,Normal,NaN,None,NaN,999,999,low,No Target,None
220,Normal,NaN,None,NaN,999,999,low,No Target,None
221,Normal,NaN,None,NaN,999,999,low,No Target,None
222,Normal,NaN,None,NaN,999,999,low,No Target,None
223,Normal,NaN,None,NaN,999,999,low,No Target,None
224,Normal,NaN,None,NaN,999,999,low,No Target,None
225,Critical,NaN,0.423,NaN,999,0,low,No Target,tone4
226,Normal,NaN,None,NaN,999,999,low,No Target,None
227,Normal,NaN,None,NaN,999,999,low,No Target,None
228,Normal,NaN,None,NaN,999,999,low,No Target,None
229,Normal,NaN,None,NaN,999,999,low,No Target,None
230,Normal,NaN,None,NaN,999,999,low,No Target,None
231,Normal,NaN,None,NaN,999,999,low,No Target,None
232,Normal,NaN,None,NaN,999,999,low,No Target,None
233,Critical,NaN,0.218,0.637,999,1,low,No Target,tone1
234,Normal,NaN,None,NaN,999,999,low,No Target,None
235,Normal,NaN,None,NaN,999,999,low,No Target,None
236,Normal,1.4889999999999999,None,NaN,1,999,low,Target Present,None
237,Normal,NaN,None,NaN,999,999,low,No Target,None
238,Critical,NaN,0.825,0.792,999,1,low,No Target,tone3
239,Normal,1.217,None,NaN,1,999,low,Target Present,None
240,Normal,NaN,None,NaN,999,999,high,No Target,None
241,Normal,NaN,None,NaN,999,999,high,No Target,None
242,Normal,NaN,None,NaN,999,999,high,No Target,None
243,Critical,NaN,0.825,0.6519999999999999,999,1,high,No Target,tone1
244,Normal,NaN,None,NaN,999,999,high,No Target,None
245,Normal,NaN,None,NaN,999,999,high,No Target,None
246,Normal,NaN,None,NaN,999,999,high,No Target,None
247,Critical,NaN,0.026,0.485,999,1,high,No Target,tone2
248,Normal,NaN,None,NaN,999,999,high,No Target,None
249,Normal,NaN,None,NaN,999,999,high,No Target,None
250,Normal,1.0339999999999998,None,NaN,1,999,high,Target Absent,None
251,Critical,NaN,0.945,0.501,999,1,high,No Target,tone2
252,Normal,NaN,None,NaN,999,999,high,No Target,None
253,Normal,NaN,None,NaN,999,999,high,No Target,None
254,Critical,NaN,0.591,0.44100000000000006,999,1,high,No Target,tone1
255,Normal,NaN,None,NaN,999,999,high,No Target,None
256,Normal,NaN,None,NaN,999,999,high,No Target,None
257,Normal,NaN,None,NaN,999,999,high,No Target,None
258,Normal,NaN,None,NaN,999,999,high,No Target,None
259,Critical,NaN,0.074,NaN,999,0,high,No Target,tone4
260,Normal,NaN,None,NaN,999,999,high,No Target,None
261,Normal,NaN,None,NaN,999,999,high,No Target,None
262,Normal,NaN,None,NaN,999,999,high,No Target,None
263,Normal,NaN,None,NaN,999,999,high,No Target,None
264,Normal,0.831,None,NaN,1,999,high,Target Absent,None
265,Normal,NaN,None,NaN,999,999,high,No Target,None
266,Normal,NaN,None,NaN,999,999,high,No Target,None
267,Normal,NaN,None,NaN,999,999,high,No Target,None
268,Normal,NaN,None,NaN,999,999,high,No Target,None
269,Normal,1.2530000000000001,None,NaN,1,999,high,Target Present,None
270,Normal,NaN,None,NaN,999,999,high,No Target,None
271,Normal,NaN,None,NaN,999,999,high,No Target,None
272,Normal,NaN,None,NaN,999,999,high,No Target,None
273,Normal,NaN,None,NaN,999,999,high,No Target,None
274,Normal,NaN,None,NaN,999,999,high,No Target,None
275,Normal,NaN,None,NaN,999,999,high,No Target,None
276,Normal,1.0630000000000002,None,NaN,1,999,high,Target Present,None
277,Normal,NaN,None,NaN,999,999,high,No Target,None
278,Critical,NaN,0.522,NaN,999,0,high,No Target,tone2
279,Normal,NaN,None,NaN,999,999,high,No Target,None
280,Normal,NaN,None,NaN,999,999,high,No Target,None
281,Normal,1.044,None,NaN,0,999,high,Target Present,None
282,Normal,NaN,None,NaN,999,999,high,No Target,None
283,Critical,NaN,0.124,NaN,999,0,high,No Target,tone4
284,Normal,NaN,None,NaN,999,999,high,No Target,None
285,Normal,NaN,None,NaN,999,999,high,No Target,None
286,Normal,NaN,None,NaN,999,999,high,No Target,None
287,Normal,NaN,None,NaN,999,999,high,No Target,None
288,Normal,NaN,None,NaN,999,999,high,No Target,None
289,Normal,NaN,None,NaN,999,999,high,No Target,None
290,Normal,NaN,None,NaN,999,999,high,No Target,None
291,Normal,NaN,None,NaN,999,999,high,No Target,None
292,Normal,NaN,None,NaN,999,999,high,No Target,None
293,Normal,NaN,None,NaN,999,999,high,No Target,None
294,Critical,NaN,0.097,NaN,999,0,high,No Target,tone4
295,Normal,NaN,None,NaN,999,999,high,No Target,None
296,Normal,NaN,None,NaN,999,999,high,No Target,None
297,Normal,NaN,None,NaN,999,999,high,No Target,None
298,Critical,NaN,0.253,NaN,999,0,high,No Target,tone4
299,Normal,0.9530000000000001,None,NaN,1,999,high,Target Absent,None
300,Critical,1.1190000000000002,0.124,0.715,999,1,low,Target Absent,tone2
301,Normal,NaN,None,NaN,999,999,low,No Target,None
302,Normal,NaN,None,NaN,999,999,low,No Target,None
303,Normal,0.8140000000000001,None,NaN,1,999,low,Target Absent,None
304,Normal,NaN,None,NaN,999,999,low,No Target,None
305,Normal,NaN,None,NaN,999,999,low,No Target,None
306,Normal,NaN,None,NaN,999,999,low,No Target,None
307,Critical,NaN,0.237,0.618,999,1,low,No Target,tone2
308,Normal,0.6930000000000001,None,NaN,1,999,low,Target Absent,None
309,Normal,NaN,None,NaN,999,999,low,No Target,None
310,Normal,NaN,None,NaN,999,999,low,No Target,None
311,Normal,NaN,None,NaN,999,999,low,No Target,None
312,Normal,NaN,None,NaN,999,999,low,No Target,None
313,Normal,NaN,None,NaN,999,999,low,No Target,None
314,Normal,NaN,None,NaN,999,999,low,No Target,None
315,Normal,NaN,None,NaN,999,999,low,No Target,None
316,Normal,NaN,None,NaN,999,999,low,No Target,None
317,Normal,NaN,None,NaN,999,999,low,No Target,None
318,Critical,NaN,0.672,0.5179999999999999,999,1,low,No Target,tone3
319,Normal,NaN,None,NaN,999,999,low,No Target,None
320,Normal,NaN,None,NaN,999,999,low,No Target,None
321,Normal,NaN,None,NaN,999,999,low,No Target,None
322,Normal,NaN,None,NaN,999,999,low,No Target,None
323,Normal,NaN,None,NaN,999,999,low,No Target,None
324,Normal,NaN,None,NaN,999,999,low,No Target,None
325,Normal,NaN,None,NaN,999,999,low,No Target,None
326,Critical,NaN,0.218,0.511,999,1,low,No Target,tone3
327,Normal,NaN,None,NaN,999,999,low,No Target,None
328,Normal,NaN,None,NaN,999,999,low,No Target,None
329,Normal,NaN,None,NaN,999,999,low,No Target,None
330,Critical,NaN,0.233,NaN,999,0,low,No Target,tone4
331,Normal,NaN,None,NaN,999,999,low,No Target,None
332,Normal,NaN,None,NaN,999,999,low,No Target,None
333,Normal,NaN,None,NaN,999,999,low,No Target,None
334,Normal,NaN,None,NaN,999,999,low,No Target,None
335,Normal,NaN,None,NaN,999,999,low,No Target,None
336,Normal,NaN,None,NaN,999,999,low,No Target,None
337,Normal,NaN,None,NaN,999,999,low,No Target,None
338,Normal,NaN,None,NaN,999,999,low,No Target,None
339,Normal,NaN,None,NaN,999,999,low,No Target,None
340,Normal,NaN,None,NaN,999,999,low,No Target,None
341,Normal,NaN,None,NaN,999,999,low,No Target,None
342,Normal,NaN,None,NaN,999,999,low,No Target,None
343,Critical,NaN,0.564,0.62,999,1,low,No Target,tone1
344,Normal,NaN,None,NaN,999,999,low,No Target,None
345,Normal,NaN,None,NaN,999,999,low,No Target,None
346,Normal,0.732,None,NaN,1,999,low,Target Present,None
347,Normal,NaN,None,NaN,999,999,low,No Target,None
348,Normal,NaN,None,NaN,999,999,low,No Target,None
349,Normal,0.794,None,NaN,1,999,low,Target Present,None
350,Normal,NaN,None,NaN,999,999,low,No Target,None
351,Normal,NaN,None,NaN,999,999,low,No Target,None
352,Normal,NaN,None,NaN,999,999,low,No Target,None
353,Normal,NaN,None,NaN,999,999,low,No Target,None
354,Normal,NaN,None,NaN,999,999,low,No Target,None
355,Critical,NaN,0.884,NaN,999,0,low,No Target,tone4
356,Normal,NaN,None,NaN,999,999,low,No Target,None
357,Normal,NaN,None,NaN,999,999,low,No Target,None
358,Critical,NaN,0.233,0.682,999,1,low,No Target,tone1
359,Critical,0.9770000000000001,0.945,NaN,999,0,low,Target Present,tone1
360,Normal,NaN,None,NaN,999,999,low,No Target,None
361,Normal,NaN,None,NaN,999,999,low,No Target,None
362,Normal,NaN,None,NaN,999,999,low,No Target,None
363,Normal,NaN,None,NaN,999,999,low,No Target,None
364,Normal,0.8300000000000001,None,NaN,1,999,low,Target Present,None
365,Critical,NaN,0.176,0.6439999999999999,999,1,low,No Target,tone3
366,Normal,NaN,None,NaN,999,999,low,No Target,None
367,Normal,NaN,None,NaN,999,999,low,No Target,None
368,Normal,NaN,None,NaN,999,999,low,No Target,None
369,Critical,NaN,0.372,NaN,999,0,low,No Target,tone1
370,Normal,NaN,None,NaN,999,999,low,No Target,None
371,Normal,NaN,None,NaN,999,999,low,No Target,None
372,Critical,NaN,0.071,NaN,999,0,low,No Target,tone4
373,Normal,NaN,None,NaN,999,999,low,No Target,None
374,Normal,NaN,None,NaN,999,999,low,No Target,None
375,Critical,NaN,0.514,0.51,999,1,low,No Target,tone1
376,Normal,NaN,None,NaN,999,999,low,No Target,None
377,Normal,NaN,None,NaN,999,999,low,No Target,None
378,Normal,NaN,None,NaN,999,999,low,No Target,None
379,Normal,NaN,None,NaN,999,999,low,No Target,None
380,Normal,NaN,None,NaN,999,999,low,No Target,None
381,Normal,NaN,None,NaN,999,999,low,No Target,None
382,Normal,NaN,None,NaN,999,999,low,No Target,None
383,Critical,NaN,0.355,0.591,999,1,low,No Target,tone1
384,Normal,NaN,None,NaN,999,999,low,No Target,None
385,Normal,NaN,None,NaN,999,999,low,No Target,None
386,Normal,0.7649999999999999,None,NaN,1,999,low,Target Absent,None
387,Normal,NaN,None,NaN,999,999,low,No Target,None
388,Normal,NaN,None,NaN,999,999,low,No Target,None
389,Normal,NaN,None,NaN,999,999,low,No Target,None
390,Normal,NaN,None,NaN,999,999,low,No Target,None
391,Critical,NaN,0.945,0.555,999,1,low,No Target,tone2
392,Normal,NaN,None,NaN,999,999,low,No Target,None
393,Normal,NaN,None,NaN,999,999,low,No Target,None
394,Normal,NaN,None,NaN,999,999,low,No Target,None
395,Normal,NaN,None,NaN,999,999,low,No Target,None
396,Normal,NaN,None,NaN,999,999,low,No Target,None
397,Normal,0.8899999999999999,None,NaN,1,999,low,Target Absent,None
398,Normal,NaN,None,NaN,999,999,low,No Target,None
399,Normal,NaN,None,NaN,999,999,low,No Target,None
400,Normal,NaN,None,NaN,999,999,low,No Target,None
401,Normal,NaN,None,NaN,999,999,low,No Target,None
402,Normal,NaN,None,NaN,999,999,low,No Target,None
403,Normal,NaN,None,NaN,999,999,low,No Target,None
404,Normal,NaN,None,NaN,999,999,low,No Target,None
405,Critical,NaN,0.026,0.575,999,1,low,No Target,tone2
406,Normal,NaN,None,NaN,999,999,low,No Target,None
407,Normal,NaN,None,NaN,999,999,low,No Target,None
408,Critical,NaN,0.447,NaN,999,0,low,No Target,tone4
409,Normal,NaN,None,NaN,999,999,low,No Target,None
410,Normal,0.895,None,NaN,1,999,low,Target Present,None
411,Normal,NaN,None,NaN,999,999,low,No Target,None
412,Normal,NaN,None,NaN,999,999,low,No Target,None
413,Normal,1.0299999999999998,None,NaN,1,999,low,Target Absent,None
414,Normal,NaN,None,NaN,999,999,low,No Target,None
415,Normal,NaN,None,NaN,999,999,low,No Target,None
416,Normal,NaN,None,NaN,999,999,low,No Target,None
417,Normal,NaN,None,NaN,999,999,low,No Target,None
418,Critical,NaN,0.124,0.545,999,1,low,No Target,tone2
419,Normal,0.7150000000000001,None,NaN,1,999,low,Target Present,None
420,Normal,NaN,None,NaN,999,999,high,No Target,None
421,Normal,NaN,None,NaN,999,999,high,No Target,None
422,Normal,NaN,None,NaN,999,999,high,No Target,None
423,Critical,NaN,0.689,0.674,999,1,high,No Target,tone1
424,Normal,NaN,None,NaN,999,999,high,No Target,None
425,Normal,NaN,None,NaN,999,999,high,No Target,None
426,Normal,NaN,None,NaN,999,999,high,No Target,None
427,Normal,NaN,None,NaN,999,999,high,No Target,None
428,Normal,NaN,None,NaN,999,999,high,No Target,None
429,Critical,NaN,0.801,0.43899999999999995,999,1,high,No Target,tone2
430,Normal,NaN,None,NaN,999,999,high,No Target,None
431,Normal,NaN,None,NaN,999,999,high,No Target,None
432,Normal,NaN,None,NaN,999,999,high,No Target,None
433,Critical,NaN,0.237,NaN,999,0,high,No Target,tone4
434,Normal,NaN,None,NaN,999,999,high,No Target,None
435,Normal,NaN,None,NaN,999,999,high,No Target,None
436,Normal,NaN,None,NaN,999,999,high,No Target,None
437,Normal,NaN,None,NaN,999,999,high,No Target,None
438,Normal,NaN,None,NaN,999,999,high,No Target,None
439,Critical,NaN,0.14,0.651,999,1,high,No Target,tone3
440,Normal,NaN,None,NaN,999,999,high,No Target,None
441,Normal,NaN,None,NaN,999,999,high,No Target,None
442,Normal,NaN,None,NaN,999,999,high,No Target,None
443,Normal,NaN,None,NaN,999,999,high,No Target,None
444,Normal,NaN,None,NaN,999,999,high,No Target,None
445,Normal,NaN,None,NaN,999,999,high,No Target,None
446,Normal,NaN,None,NaN,999,999,high,No Target,None
447,Normal,NaN,None,NaN,999,999,high,No Target,None
448,Critical,1.302,0.143,0.495,999,1,high,Target Absent,tone1
449,Normal,NaN,None,NaN,999,999,high,No Target,None
450,Normal,NaN,None,NaN,999,999,high,No Target,None
451,Normal,NaN,None,NaN,999,999,high,No Target,None
452,Normal,NaN,None,NaN,999,999,high,No Target,None
453,Normal,NaN,None,NaN,999,999,high,No Target,None
454,Normal,0.752,None,NaN,1,999,high,Target Absent,None
455,Critical,NaN,0.126,0.715,999,1,high,No Target,tone2
456,Normal,NaN,None,NaN,999,999,high,No Target,None
457,Normal,0.909,None,NaN,0,999,high,Target Present,None
458,Normal,NaN,None,NaN,999,999,high,No Target,None
459,Normal,NaN,None,NaN,999,999,high,No Target,None
460,Normal,NaN,None,NaN,999,999,high,No Target,None
461,Normal,NaN,None,NaN,999,999,high,No Target,None
462,Normal,NaN,None,NaN,999,999,high,No Target,None
463,Normal,NaN,None,NaN,999,999,high,No Target,None
464,Normal,NaN,None,NaN,999,999,high,No Target,None
465,Normal,NaN,None,NaN,999,999,high,No Target,None
466,Normal,NaN,None,NaN,999,999,high,No Target,None
467,Normal,1.0150000000000001,None,NaN,1,999,high,Target Present,None
468,Normal,NaN,None,NaN,999,999,high,No Target,None
469,Normal,0.867,None,NaN,0,999,high,Target Present,None
470,Normal,NaN,None,NaN,999,999,high,No Target,None
471,Normal,NaN,None,NaN,999,999,high,No Target,None
472,Critical,NaN,0.465,0.633,999,1,high,No Target,tone2
473,Normal,NaN,None,NaN,999,999,high,No Target,None
474,Normal,NaN,None,NaN,999,999,high,No Target,None
