,Audio,RT_VS,Sound_Onset,RT_TO,Acc_VS,Acc_DT,Load,Trial_Type,Sound_Hz
72,Normal,NaN,None,NaN,999,999,high,No Target,None
73,Normal,0.776,None,NaN,1,999,high,Target Present,None
74,Normal,NaN,None,NaN,999,999,high,No Target,None
75,Normal,NaN,None,NaN,999,999,high,No Target,None
76,Normal,NaN,None,NaN,999,999,high,No Target,None
77,Normal,NaN,None,NaN,999,999,high,No Target,None
78,Normal,NaN,None,NaN,999,999,high,No Target,None
79,Normal,NaN,None,NaN,999,999,high,No Target,None
80,Normal,NaN,None,NaN,999,999,high,No Target,None
81,Normal,NaN,None,NaN,999,999,high,No Target,None
82,Normal,NaN,None,0.775,666,666,high,No Target,None
83,Critical,NaN,0.263,NaN,999,0,high,No Target,tone1
84,Normal,NaN,None,NaN,999,999,high,No Target,None
85,Normal,NaN,None,NaN,999,999,high,No Target,None
86,Critical,NaN,0.583,0.657,999,1,high,No Target,tone2
87,Normal,0.792,None,NaN,1,999,high,Target Present,None
88,Normal,NaN,None,NaN,999,999,high,No Target,None
89,Normal,0.669,None,NaN,1,999,high,Target Present,None
90,Normal,NaN,None,NaN,999,999,high,No Target,None
91,Normal,NaN,None,NaN,999,999,high,No Target,None
92,Normal,NaN,None,NaN,999,999,high,No Target,None
93,Normal,NaN,None,0.684,666,666,high,No Target,None
94,Normal,NaN,None,NaN,999,999,high,No Target,None
95,Normal,NaN,None,NaN,999,999,high,No Target,None
96,Critical,NaN,0.796,0.41700000000000004,999,1,high,No Target,tone1
97,Normal,NaN,None,NaN,999,999,high,No Target,None
98,Normal,NaN,None,NaN,999,999,high,No Target,None
99,Normal,NaN,None,NaN,999,999,high,No Target,None
100,Normal,NaN,None,NaN,999,999,high,No Target,None
101,Normal,NaN,None,NaN,999,999,high,No Target,None
102,Normal,NaN,None,NaN,999,999,high,No Target,None
103,Critical,NaN,0.296,NaN,999,0,high,No Target,tone4
104,Normal,NaN,None,NaN,999,999,high,No Target,None
105,Normal,0.958,None,NaN,1,999,high,Target Absent,None
106,Normal,NaN,None,NaN,999,999,high,No Target,None
107,Normal,NaN,None,NaN,999,999,high,No Target,None
108,Normal,NaN,None,0.747,666,666,high,No Target,None
109,Normal,0.7929999999999999,None,NaN,1,999,high,Target Absent,None
110,Critical,NaN,0.604,0.691,999,1,high,No Target,tone2
111,Normal,NaN,None,NaN,999,999,high,No Target,None
112,Normal,NaN,None,NaN,999,999,high,No Target,None
113,Critical,NaN,0.306,0.657,999,1,high,No Target,tone3
114,Normal,NaN,None,NaN,999,999,high,No Target,None
115,Normal,NaN,None,NaN,999,999,high,No Target,None
116,Normal,NaN,None,NaN,999,999,high,No Target,None
117,Normal,NaN,None,NaN,999,999,high,No Target,None
118,Critical,NaN,0.619,NaN,999,0,high,No Target,tone2
119,Critical,0.72,0.098,NaN,999,0,high,Target Absent,tone4
120,Normal,NaN,None,NaN,999,999,high,No Target,None
121,Normal,NaN,None,NaN,999,999,high,No Target,None
122,Normal,NaN,None,NaN,999,999,high,No Target,None
123,Normal,NaN,None,NaN,999,999,high,No Target,None
124,Normal,NaN,None,NaN,999,999,high,No Target,None
125,Normal,NaN,None,NaN,999,999,high,No Target,None
126,Normal,NaN,None,NaN,999,999,high,No Target,None
127,Normal,NaN,None,NaN,999,999,high,No Target,None
128,Normal,NaN,None,NaN,999,999,high,No Target,None
129,Normal,NaN,None,NaN,999,999,high,No Target,None
130,Normal,NaN,None,NaN,999,999,high,No Target,None
131,Normal,NaN,None,NaN,999,999,high,No Target,None
132,Normal,NaN,None,NaN,999,999,high,No Target,None
133,Normal,NaN,None,NaN,999,999,high,No Target,None
134,Normal,NaN,None,NaN,999,999,high,No Target,None
135,Normal,NaN,None,NaN,999,999,high,No Target,None
136,Normal,NaN,None,NaN,999,999,high,No Target,None
137,Normal,NaN,None,NaN,999,999,high,No Target,None
138,Normal,NaN,None,NaN,999,999,high,No Target,None
139,Normal,NaN,None,NaN,999,999,high,No Target,None
140,Normal,0.8260000000000001,None,NaN,0,999,high,Target Present,None
141,Normal,NaN,None,NaN,999,999,high,No Target,None
142,Critical,NaN,0.957,NaN,999,0,high,No Target,tone4
143,Normal,NaN,None,NaN,999,999,high,No Target,None
144,Normal,NaN,None,NaN,999,999,high,No Target,None
145,Critical,NaN,0.333,0.516,999,1,high,No Target,tone2
146,Normal,NaN,None,NaN,999,999,high,No Target,None
147,Normal,NaN,None,NaN,999,999,high,No Target,None
148,Normal,NaN,None,NaN,999,999,high,No Target,None
149,Normal,NaN,None,NaN,999,999,high,No Target,None
150,Normal,NaN,None,NaN,999,999,high,No Target,None
151,Normal,NaN,None,NaN,999,999,high,No Target,None
152,Critical,0.9790000000000001,0.223,NaN,999,0,high,Target Present,tone4
153,Critical,1.0990000000000002,0.015,0.6759999999999999,999,1,high,Target Absent,tone3
154,Critical,NaN,0.796,0.728,999,1,high,No Target,tone1
155,Normal,NaN,None,NaN,999,999,high,No Target,None
156,Normal,NaN,None,NaN,999,999,high,No Target,None
157,Normal,NaN,None,NaN,999,999,high,No Target,None
158,Normal,NaN,None,NaN,999,999,high,No Target,None
159,Normal,NaN,None,NaN,999,999,high,No Target,None
160,Normal,NaN,None,NaN,999,999,high,No Target,None
161,Normal,NaN,None,NaN,999,999,high,No Target,None
162,Normal,NaN,None,NaN,999,999,high,No Target,None
163,Normal,NaN,None,NaN,999,999,high,No Target,None
164,Normal,NaN,None,0.563,666,666,high,No Target,None
165,Normal,NaN,None,NaN,999,999,high,No Target,None
166,Normal,NaN,None,NaN,999,999,high,No Target,None
167,Normal,NaN,None,NaN,999,999,high,No Target,None
168,Critical,NaN,0.113,0.683,999,1,high,No Target,tone3
169,Normal,NaN,None,NaN,999,999,high,No Target,None
170,Normal,0.8959999999999999,None,NaN,1,999,high,Target Absent,None
171,Normal,NaN,None,NaN,999,999,high,No Target,None
172,Critical,NaN,0.021,0.612,999,1,high,No Target,tone2
173,Normal,NaN,None,NaN,999,999,high,No Target,None
174,Normal,NaN,None,NaN,999,999,high,No Target,None
175,Normal,NaN,None,NaN,999,999,high,No Target,None
176,Critical,1.049,0.577,NaN,999,0,high,Target Present,tone4
177,Normal,NaN,None,NaN,999,999,high,No Target,None
178,Critical,NaN,0.893,0.526,999,1,high,No Target,tone3
179,Normal,0.875,None,NaN,1,999,high,Target Absent,None
180,Normal,NaN,None,NaN,999,999,low,No Target,None
181,Normal,NaN,None,NaN,999,999,low,No Target,None
182,Normal,NaN,None,NaN,999,999,low,No Target,None
183,Normal,NaN,None,NaN,999,999,low,No Target,None
184,Critical,0.845,0.957,NaN,999,0,low,Target Absent,tone4
185,Normal,NaN,None,NaN,999,999,low,No Target,None
186,Normal,0.784,None,NaN,1,999,low,Target Present,None
187,Normal,NaN,None,NaN,999,999,low,No Target,None
188,Critical,NaN,0.972,0.3839999999999999,999,1,low,No Target,tone3
189,Normal,NaN,None,NaN,999,999,low,No Target,None
190,Normal,NaN,None,NaN,999,999,low,No Target,None
191,Normal,NaN,None,NaN,999,999,low,No Target,None
192,Normal,NaN,None,NaN,999,999,low,No Target,None
193,Normal,NaN,None,NaN,999,999,low,No Target,None
194,Normal,NaN,None,NaN,999,999,low,No Target,None
195,Normal,NaN,None,NaN,999,999,low,No Target,None
196,Normal,NaN,None,NaN,999,999,low,No Target,None
197,Normal,NaN,None,NaN,999,999,low,No Target,None
198,Normal,NaN,None,NaN,999,999,low,No Target,None
199,Normal,NaN,None,NaN,999,999,low,No Target,None
200,Normal,0.8480000000000001,None,NaN,1,999,low,Target Present,None
201,Normal,NaN,None,NaN,999,999,low,No Target,None
202,Normal,NaN,None,NaN,999,999,low,No Target,None
203,Normal,NaN,None,NaN,999,999,low,No Target,None
204,Normal,NaN,None,NaN,999,999,low,No Target,None
205,Normal,NaN,None,NaN,999,999,low,No Target,None
206,Critical,NaN,0.527,0.5139999999999999,999,1,low,No Target,tone3
207,Normal,NaN,None,NaN,999,999,low,No Target,None
208,Normal,NaN,None,NaN,999,999,low,No Target,None
209,Normal,NaN,None,NaN,999,999,low,No Target,None
210,Normal,NaN,None,0.5958275862068965,666,666,low,No Target,None
211,Critical,NaN,0.794,0.534,999,1,low,No Target,tone1
212,Normal,NaN,None,NaN,999,999,low,No Target,None
213,Normal,NaN,None,NaN,999,999,low,No Target,None
214,Normal,NaN,None,NaN,999,999,low,No Target,None
215,Normal,NaN,None,NaN,999,999,low,No Target,None
216,Normal,NaN,None,NaN,999,999,low,No Target,None
217,Normal,NaN,None,NaN,999,999,low,No Target,None
218,Critical,NaN,0.506,NaN,999,0,low,No Target,tone4
219,Normal,NaN,None,NaN,999,999,low,No Target,None
220,Critical,NaN,0.437,0.9469999999999998,999,1,low,No Target,tone2
221,Normal,0.696,None,NaN,1,999,low,Target Absent,None
222,Normal,NaN,None,NaN,999,999,low,No Target,None
223,Normal,NaN,None,NaN,999,999,low,No Target,None
224,Critical,NaN,0.937,0.597,999,1,low,No Target,tone3
225,Normal,NaN,None,NaN,999,999,low,No Target,None
226,Critical,NaN,0.8,0.6179999999999999,999,1,low,No Target,tone1
227,Normal,NaN,None,NaN,999,999,low,No Target,None
228,Normal,NaN,None,NaN,999,999,low,No Target,None
229,Normal,NaN,None,NaN,999,999,low,No Target,None
230,Normal,NaN,None,NaN,999,999,low,No Target,None
231,Normal,NaN,None,NaN,999,999,low,No Target,None
232,Normal,NaN,None,NaN,999,999,low,No Target,None
233,Normal,NaN,None,NaN,999,999,low,No Target,None
234,Normal,NaN,None,NaN,999,999,low,No Target,None
235,Normal,NaN,None,NaN,999,999,low,No Target,None
236,Normal,NaN,None,NaN,999,999,low,No Target,None
237,Critical,NaN,0.223,0.56,999,1,low,No Target,tone1
238,Normal,0.7649999999999999,None,NaN,1,999,low,Target Present,None
239,Normal,0.9259999999999999,None,NaN,1,999,low,Target Absent,None
240,Normal,NaN,None,NaN,999,999,high,No Target,None
241,Normal,NaN,None,NaN,999,999,high,No Target,None
242,Normal,NaN,None,NaN,999,999,high,No Target,None
243,Normal,NaN,None,NaN,999,999,high,No Target,None
244,Critical,NaN,0.021,0.5439999999999999,999,1,high,No Target,tone1
245,Normal,NaN,None,NaN,999,999,high,No Target,None
246,Normal,NaN,None,NaN,999,999,high,No Target,None
247,Normal,NaN,None,NaN,999,999,high,No Target,None
248,Critical,NaN,0.757,NaN,999,0,high,No Target,tone4
249,Critical,0.7949999999999999,0.11,NaN,999,0,high,Target Present,tone4
250,Normal,NaN,None,NaN,999,999,high,No Target,None
251,Normal,NaN,None,NaN,999,999,high,No Target,None
252,Critical,NaN,0.618,NaN,999,0,high,No Target,tone4
253,Normal,NaN,None,NaN,999,999,high,No Target,None
254,Normal,NaN,None,NaN,999,999,high,No Target,None
255,Normal,NaN,None,NaN,999,999,high,No Target,None
256,Normal,NaN,None,NaN,999,999,high,No Target,None
257,Normal,NaN,None,NaN,999,999,high,No Target,None
258,Normal,NaN,None,NaN,999,999,high,No Target,None
259,Normal,0.7230000000000001,None,NaN,1,999,high,Target Absent,None
260,Normal,NaN,None,NaN,999,999,high,No Target,None
261,Normal,NaN,None,NaN,999,999,high,No Target,None
262,Normal,NaN,None,NaN,999,999,high,No Target,None
263,Normal,NaN,None,NaN,999,999,high,No Target,None
264,Normal,NaN,None,NaN,999,999,high,No Target,None
265,Normal,NaN,None,NaN,999,999,high,No Target,None
266,Critical,NaN,0.957,NaN,999,0,high,No Target,tone4
267,Normal,NaN,None,NaN,999,999,high,No Target,None
268,Normal,NaN,None,NaN,999,999,high,No Target,None
269,Normal,NaN,None,NaN,999,999,high,No Target,None
270,Normal,NaN,None,NaN,999,999,high,No Target,None
271,Normal,NaN,None,NaN,999,999,high,No Target,None
272,Normal,NaN,None,NaN,999,999,high,No Target,None
273,Normal,NaN,None,NaN,999,999,high,No Target,None
274,Normal,1.0350000000000001,None,NaN,1,999,high,Target Present,None
275,Normal,NaN,None,NaN,999,999,high,No Target,None
276,Normal,NaN,None,0.43,666,666,high,No Target,None
277,Normal,NaN,None,NaN,999,999,high,No Target,None
278,Normal,NaN,None,NaN,999,999,high,No Target,None
279,Normal,NaN,None,NaN,999,999,high,No Target,None
280,Critical,NaN,0.314,0.6839999999999999,999,1,high,No Target,tone1
281,Normal,NaN,None,NaN,999,999,high,No Target,None
282,Normal,NaN,None,NaN,999,999,high,No Target,None
283,Normal,NaN,None,NaN,999,999,high,No Target,None
284,Normal,NaN,None,NaN,999,999,high,No Target,None
285,Normal,NaN,None,NaN,999,999,high,No Target,None
286,Normal,NaN,None,NaN,999,999,high,No Target,None
287,Normal,NaN,None,NaN,999,999,high,No Target,None
288,Normal,NaN,None,NaN,999,999,high,No Target,None
289,Normal,0.9339999999999999,None,NaN,1,999,high,Target Absent,None
290,Normal,NaN,None,NaN,999,999,high,No Target,None
291,Critical,0.933,0.908,NaN,999,0,high,Target Present,tone4
292,Normal,NaN,None,NaN,999,999,high,No Target,None
293,Normal,NaN,None,NaN,999,999,high,No Target,None
294,Critical,NaN,0.077,0.871,999,1,high,No Target,tone1
295,Normal,NaN,None,NaN,999,999,high,No Target,None
296,Normal,NaN,None,NaN,999,999,high,No Target,None
297,Normal,NaN,None,NaN,999,999,high,No Target,None
298,Critical,NaN,0.975,0.41100000000000014,999,1,high,No Target,tone1
299,Normal,0.746,None,NaN,1,999,high,Target Absent,None
300,Normal,NaN,None,NaN,999,999,low,No Target,None
301,Normal,0.9910000000000001,None,NaN,1,999,low,Target Absent,None
302,Normal,NaN,None,NaN,999,999,low,No Target,None
303,Normal,NaN,None,NaN,999,999,low,No Target,None
304,Normal,NaN,None,0.955,666,666,low,No Target,None
305,Normal,NaN,None,NaN,999,999,low,No Target,None
306,Normal,0.7669999999999999,None,NaN,1,999,low,Target Present,None
307,Normal,NaN,None,NaN,999,999,low,No Target,None
308,Normal,NaN,None,NaN,999,999,low,No Target,None
309,Normal,NaN,None,NaN,999,999,low,No Target,None
310,Normal,NaN,None,NaN,999,999,low,No Target,None
311,Normal,NaN,None,NaN,999,999,low,No Target,None
312,Normal,NaN,None,NaN,999,999,low,No Target,None
313,Normal,NaN,None,0.701,666,666,low,No Target,None
314,Normal,NaN,None,NaN,999,999,low,No Target,None
315,Normal,0.849,None,NaN,1,999,low,Target Present,None
316,Normal,NaN,None,NaN,999,999,low,No Target,None
317,Normal,NaN,None,NaN,999,999,low,No Target,None
318,Critical,NaN,0.937,0.6479999999999999,999,1,low,No Target,tone1
319,Normal,NaN,None,NaN,999,999,low,No Target,None
320,Normal,NaN,None,NaN,999,999,low,No Target,None
321,Critical,NaN,0.188,0.456,999,1,low,No Target,tone1
322,Normal,NaN,None,NaN,999,999,low,No Target,None
323,Normal,NaN,None,NaN,999,999,low,No Target,None
324,Normal,NaN,None,NaN,999,999,low,No Target,None
325,Normal,NaN,None,NaN,999,999,low,No Target,None
326,Normal,NaN,None,NaN,999,999,low,No Target,None
327,Normal,NaN,None,NaN,999,999,low,No Target,None
328,Critical,NaN,0.359,NaN,999,0,low,No Target,tone4
329,Normal,NaN,None,NaN,999,999,low,No Target,None
330,Normal,NaN,None,NaN,999,999,low,No Target,None
331,Critical,NaN,0.92,0.45699999999999996,999,1,low,No Target,tone1
332,Normal,NaN,None,NaN,999,999,low,No Target,None
333,Normal,NaN,None,NaN,999,999,low,No Target,None
334,Normal,NaN,None,NaN,999,999,low,No Target,None
335,Normal,NaN,None,NaN,999,999,low,No Target,None
336,Normal,NaN,None,NaN,999,999,low,No Target,None
337,Normal,NaN,None,NaN,999,999,low,No Target,None
338,Normal,NaN,None,NaN,999,999,low,No Target,None
339,Normal,0.7150000000000001,None,NaN,1,999,low,Target Present,None
340,Normal,NaN,None,NaN,999,999,low,No Target,None
341,Normal,0.756,None,NaN,1,999,low,Target Absent,None
342,Normal,NaN,None,NaN,999,999,low,No Target,None
343,Normal,NaN,None,NaN,999,999,low,No Target,None
344,Normal,NaN,None,NaN,999,999,low,No Target,None
345,Normal,NaN,None,NaN,999,999,low,No Target,None
346,Critical,NaN,0.542,0.661,999,1,low,No Target,tone3
347,Normal,NaN,None,NaN,999,999,low,No Target,None
348,Normal,NaN,None,NaN,999,999,low,No Target,None
349,Critical,NaN,0.587,NaN,999,0,low,No Target,tone4
350,Normal,NaN,None,NaN,999,999,low,No Target,None
351,Critical,NaN,0.352,0.644,999,1,low,No Target,tone1
352,Normal,NaN,None,NaN,999,999,low,No Target,None
353,Normal,NaN,None,NaN,999,999,low,No Target,None
354,Normal,NaN,None,NaN,999,999,low,No Target,None
355,Normal,NaN,None,NaN,999,999,low,No Target,None
356,Normal,NaN,None,NaN,999,999,low,No Target,None
357,Normal,NaN,None,NaN,999,999,low,No Target,None
358,Critical,NaN,0.619,0.514,999,1,low,No Target,tone3
359,Critical,0.653,0.863,NaN,999,0,low,Target Absent,tone2
360,Normal,NaN,None,NaN,999,999,low,No Target,None
361,Normal,NaN,None,NaN,999,999,low,No Target,None
362,Normal,NaN,None,NaN,999,999,low,No Target,None
363,Critical,NaN,0.437,0.563,999,1,low,No Target,tone3
364,Normal,NaN,None,NaN,999,999,low,No Target,None
365,Normal,0.8140000000000001,None,NaN,1,999,low,Target Absent,None
366,Normal,NaN,None,NaN,999,999,low,No Target,None
367,Critical,NaN,0.021,0.581,999,1,low,No Target,tone3
368,Normal,NaN,None,NaN,999,999,low,No Target,None
369,Normal,NaN,None,NaN,999,999,low,No Target,None
370,Normal,NaN,None,NaN,999,999,low,No Target,None
371,Normal,NaN,None,NaN,999,999,low,No Target,None
372,Normal,0.7050000000000001,None,NaN,1,999,low,Target Present,None
373,Normal,NaN,None,NaN,999,999,low,No Target,None
374,Normal,NaN,None,NaN,999,999,low,No Target,None
375,Normal,NaN,None,NaN,999,999,low,No Target,None
376,Normal,NaN,None,NaN,999,999,low,No Target,None
377,Critical,0.78,0.527,0.6129999999999999,999,1,low,Target Present,tone1
378,Normal,NaN,None,NaN,999,999,low,No Target,None
379,Normal,NaN,None,NaN,999,999,low,No Target,None
380,Normal,NaN,None,NaN,999,999,low,No Target,None
381,Normal,NaN,None,NaN,999,999,low,No Target,None
382,Normal,NaN,None,NaN,999,999,low,No Target,None
383,Normal,NaN,None,NaN,999,999,low,No Target,None
384,Normal,NaN,None,NaN,999,999,low,No Target,None
385,Normal,NaN,None,NaN,999,999,low,No Target,None
386,Critical,NaN,0.577,0.5800000000000001,999,1,low,No Target,tone3
387,Normal,NaN,None,NaN,999,999,low,No Target,None
388,Normal,NaN,None,NaN,999,999,low,No Target,None
389,Normal,NaN,None,NaN,999,999,low,No Target,None
390,Normal,0.7430000000000001,None,NaN,1,999,low,Target Absent,None
391,Critical,NaN,0.359,0.744,999,1,low,No Target,tone2
392,Normal,NaN,None,NaN,999,999,low,No Target,None
393,Normal,NaN,None,NaN,999,999,low,No Target,None
394,Critical,NaN,0.757,NaN,999,0,low,No Target,tone4
395,Normal,NaN,None,NaN,999,999,low,No Target,None
396,Normal,NaN,None,NaN,999,999,low,No Target,None
397,Normal,NaN,None,NaN,999,999,low,No Target,None
398,Normal,1.013,None,NaN,1,999,low,Target Present,None
399,Critical,NaN,0.021,0.622,999,1,low,No Target,tone1
400,Normal,NaN,None,NaN,999,999,low,No Target,None
401,Normal,NaN,None,NaN,999,999,low,No Target,None
402,Critical,NaN,0.805,NaN,999,0,low,No Target,tone4
403,Normal,NaN,None,NaN,999,999,low,No Target,None
404,Normal,NaN,None,NaN,999,999,low,No Target,None
405,Normal,NaN,None,NaN,999,999,low,No Target,None
406,Normal,NaN,None,NaN,999,999,low,No Target,None
407,Normal,NaN,None,NaN,999,999,low,No Target,None
408,Normal,NaN,None,NaN,999,999,low,No Target,None
409,Normal,NaN,None,NaN,999,999,low,No Target,None
410,Normal,NaN,None,NaN,999,999,low,No Target,None
411,Normal,NaN,None,NaN,999,999,low,No Target,None
412,Normal,NaN,None,NaN,999,999,low,No Target,None
413,Normal,NaN,None,NaN,999,999,low,No Target,None
414,Normal,NaN,None,NaN,999,999,low,No Target,None
415,Normal,NaN,None,NaN,999,999,low,No Target,None
416,Normal,NaN,None,NaN,999,999,low,No Target,None
417,Normal,NaN,None,NaN,999,999,low,No Target,None
418,Critical,NaN,0.015,0.521,999,1,low,No Target,tone3
419,Normal,0.726,None,NaN,1,999,low,Target Absent,None
420,Normal,NaN,None,NaN,999,999,high,No Target,None
421,Normal,NaN,None,NaN,999,999,high,No Target,None
422,Normal,NaN,None,NaN,999,999,high,No Target,None
423,Normal,NaN,None,NaN,999,999,high,No Target,None
424,Normal,NaN,None,NaN,999,999,high,No Target,None
425,Critical,0.788,0.319,0.284,999,1,high,Target Absent,tone4
426,Critical,NaN,0.015,NaN,999,0,high,No Target,tone1
427,Normal,NaN,None,NaN,999,999,high,No Target,None
428,Normal,0.736,None,NaN,1,999,high,Target Absent,None
429,Normal,NaN,None,NaN,999,999,high,No Target,None
430,Normal,NaN,None,NaN,999,999,high,No Target,None
431,Normal,NaN,None,NaN,999,999,high,No Target,None
432,Normal,NaN,None,NaN,999,999,high,No Target,None
433,Critical,NaN,0.863,0.562,999,1,high,No Target,tone3
434,Normal,NaN,None,NaN,999,999,high,No Target,None
435,Normal,NaN,None,NaN,999,999,high,No Target,None
436,Normal,NaN,None,NaN,999,999,high,No Target,None
437,Normal,NaN,None,NaN,999,999,high,No Target,None
438,Normal,NaN,None,NaN,999,999,high,No Target,None
439,Normal,0.879,None,NaN,1,999,high,Target Present,None
440,Normal,NaN,None,NaN,999,999,high,No Target,None
441,Normal,NaN,None,NaN,999,999,high,No Target,None
442,Normal,NaN,None,NaN,999,999,high,No Target,None
443,Normal,NaN,None,NaN,999,999,high,No Target,None
444,Normal,NaN,None,NaN,999,999,high,No Target,None
445,Normal,NaN,None,NaN,999,999,high,No Target,None
446,Critical,NaN,0.2,0.512,999,1,high,No Target,tone2
447,Normal,1.0619999999999998,None,NaN,1,999,high,Target Present,None
448,Normal,NaN,None,NaN,999,999,high,No Target,None
449,Normal,NaN,None,NaN,999,999,high,No Target,None
450,Normal,NaN,None,NaN,999,999,high,No Target,None
451,Normal,NaN,None,NaN,999,999,high,No Target,None
452,Normal,NaN,None,NaN,999,999,high,No Target,None
453,Normal,NaN,None,NaN,999,999,high,No Target,None
454,Normal,NaN,None,NaN,999,999,high,No Target,None
455,Normal,NaN,None,NaN,999,999,high,No Target,None
456,Normal,0.8919999999999999,None,NaN,1,999,high,Target Present,None
457,Normal,NaN,None,NaN,999,999,high,No Target,None
458,Normal,NaN,None,NaN,999,999,high,No Target,None
459,Normal,NaN,None,0.5958275862068965,666,666,high,No Target,None
460,Normal,NaN,None,NaN,999,999,high,No Target,None
461,Normal,NaN,None,NaN,999,999,high,No Target,None
462,Normal,NaN,None,NaN,999,999,high,No Target,None
463,Normal,NaN,None,NaN,999,999,high,No Target,None
464,Critical,NaN,0.021,0.693,999,1,high,No Target,tone3
465,Normal,NaN,None,NaN,999,999,high,No Target,None
466,Normal,NaN,None,NaN,999,999,high,No Target,None
467,Normal,NaN,None,NaN,999,999,high,No Target,None
468,Critical,NaN,0.908,NaN,999,0,high,No Target,tone4
469,Normal,NaN,None,NaN,999,999,high,No Target,None
470,Normal,NaN,None,NaN,999,999,high,No Target,None
471,Normal,NaN,None,NaN,999,999,high,No Target,None
472,Normal,NaN,None,NaN,999,999,high,No Target,None
473,Normal,NaN,None,NaN,999,999,high,No Target,None
474,Normal,NaN,None,NaN,999,999,high,No Target,None
