,Audio,RT_VS,Sound_Onset,RT_TO,Acc_VS,Acc_DT,Load,Trial_Type,Sound_Hz
89,Normal,NaN,None,NaN,999,999,high,No Target,None
90,Normal,NaN,None,NaN,999,999,high,No Target,None
91,Normal,NaN,None,NaN,999,999,high,No Target,None
92,Normal,0.986,None,NaN,1,999,high,Target Present,None
93,Normal,NaN,None,NaN,999,999,high,No Target,None
94,Normal,NaN,None,NaN,999,999,high,No Target,None
95,Normal,NaN,None,NaN,999,999,high,No Target,None
96,Normal,NaN,None,NaN,999,999,high,No Target,None
97,Critical,NaN,0.342,0.573,999,1,high,No Target,tone2
98,Normal,NaN,None,NaN,999,999,high,No Target,None
99,Normal,NaN,None,NaN,999,999,high,No Target,None
100,Normal,1.101,None,NaN,1,999,high,Target Absent,None
101,Normal,NaN,None,NaN,999,999,high,No Target,None
102,Normal,NaN,None,NaN,999,999,high,No Target,None
103,Critical,NaN,0.639,0.5469999999999999,999,1,high,No Target,tone1
104,Normal,NaN,None,NaN,999,999,high,No Target,None
105,Normal,NaN,None,NaN,999,999,high,No Target,None
106,Normal,0.9910000000000001,None,NaN,0,999,high,Target Present,None
107,Normal,NaN,None,NaN,999,999,high,No Target,None
108,Normal,NaN,None,NaN,999,999,high,No Target,None
109,Critical,NaN,0.503,0.586,999,1,high,No Target,tone1
110,Normal,NaN,None,NaN,999,999,high,No Target,None
111,Normal,NaN,None,NaN,999,999,high,No Target,None
112,Normal,NaN,None,NaN,999,999,high,No Target,None
113,Critical,NaN,0.07,0.7569999999999999,999,1,high,No Target,tone3
114,Normal,NaN,None,NaN,999,999,high,No Target,None
115,Normal,NaN,None,NaN,999,999,high,No Target,None
116,Critical,NaN,0.59,0.541,999,1,high,No Target,tone4
117,Normal,NaN,None,NaN,999,999,high,No Target,None
118,Normal,NaN,None,NaN,999,999,high,No Target,None
119,Critical,NaN,0.492,NaN,999,0,high,No Target,tone4
120,Normal,NaN,None,NaN,999,999,high,No Target,None
121,Critical,NaN,0.492,0.6519999999999999,999,1,high,No Target,tone2
122,Normal,NaN,None,NaN,999,999,high,No Target,None
123,Normal,NaN,None,NaN,999,999,high,No Target,None
124,Normal,NaN,None,NaN,999,999,high,No Target,None
125,Normal,1.1469999999999998,None,NaN,1,999,high,Target Absent,None
126,Normal,NaN,None,NaN,999,999,high,No Target,None
127,Normal,NaN,None,NaN,999,999,high,No Target,None
128,Normal,NaN,None,NaN,999,999,high,No Target,None
129,Normal,NaN,None,NaN,999,999,high,No Target,None
130,Normal,0.98,None,NaN,1,999,high,Target Absent,None
131,Normal,NaN,None,NaN,999,999,high,No Target,None
132,Normal,NaN,None,NaN,999,999,high,No Target,None
133,Normal,NaN,None,NaN,999,999,high,No Target,None
134,Normal,NaN,None,NaN,999,999,high,No Target,None
135,Normal,NaN,None,NaN,999,999,high,No Target,None
136,Critical,NaN,0.482,0.655,999,1,high,No Target,tone3
137,Normal,NaN,None,NaN,999,999,high,No Target,None
138,Normal,NaN,None,NaN,999,999,high,No Target,None
139,Normal,NaN,None,NaN,999,999,high,No Target,None
140,Normal,NaN,None,NaN,999,999,high,No Target,None
141,Critical,NaN,0.936,0.535,999,1,high,No Target,tone2
142,Normal,NaN,None,NaN,999,999,high,No Target,None
143,Normal,NaN,None,NaN,999,999,high,No Target,None
144,Normal,1.0030000000000001,None,NaN,1,999,high,Target Present,None
145,Normal,NaN,None,NaN,999,999,high,No Target,None
146,Normal,NaN,None,NaN,999,999,high,No Target,None
147,Normal,1.1349999999999998,None,NaN,0,999,high,Target Absent,None
148,Normal,NaN,None,NaN,999,999,high,No Target,None
149,Normal,NaN,None,NaN,999,999,high,No Target,None
150,Normal,NaN,None,NaN,999,999,high,No Target,None
151,Normal,NaN,None,NaN,999,999,high,No Target,None
152,Critical,NaN,0.503,0.608,999,1,high,No Target,tone4
153,Normal,NaN,None,NaN,999,999,high,No Target,None
154,Normal,NaN,None,NaN,999,999,high,No Target,None
155,Critical,NaN,0.987,0.606,999,1,high,No Target,tone3
156,Normal,NaN,None,NaN,999,999,high,No Target,None
157,Normal,NaN,None,NaN,999,999,high,No Target,None
158,Normal,0.903,None,NaN,1,999,high,Target Present,None
159,Normal,NaN,None,NaN,999,999,high,No Target,None
160,Normal,NaN,None,NaN,999,999,high,No Target,None
161,Normal,NaN,None,NaN,999,999,high,No Target,None
162,Normal,NaN,None,NaN,999,999,high,No Target,None
163,Normal,NaN,None,NaN,999,999,high,No Target,None
164,Normal,NaN,None,NaN,999,999,high,No Target,None
165,Normal,1.0459999999999998,None,NaN,0,999,high,Target Present,None
166,Normal,NaN,None,NaN,999,999,high,No Target,None
167,Normal,NaN,None,NaN,999,999,high,No Target,None
168,Normal,NaN,None,NaN,999,999,high,No Target,None
169,Normal,NaN,None,NaN,999,999,high,No Target,None
170,Critical,NaN,0.293,0.687,999,1,high,No Target,tone2
171,Normal,NaN,None,NaN,999,999,high,No Target,None
172,Normal,NaN,None,NaN,999,999,high,No Target,None
173,Critical,NaN,0.673,0.532,999,1,high,No Target,tone3
174,Normal,NaN,None,NaN,999,999,high,No Target,None
175,Normal,NaN,None,NaN,999,999,high,No Target,None
176,Critical,NaN,0.79,0.593,999,1,high,No Target,tone3
177,Normal,NaN,None,NaN,999,999,high,No Target,None
178,Normal,NaN,None,NaN,999,999,high,No Target,None
179,Critical,NaN,0.951,NaN,999,0,high,No Target,tone4
180,Critical,NaN,0.216,0.68,999,1,low,No Target,tone1
181,Normal,NaN,None,NaN,999,999,low,No Target,None
182,Normal,NaN,None,NaN,999,999,low,No Target,None
183,Normal,NaN,None,NaN,999,999,low,No Target,None
184,Normal,1.2970000000000002,None,NaN,1,999,low,Target Present,None
185,Normal,NaN,None,NaN,999,999,low,No Target,None
186,Normal,NaN,None,NaN,999,999,low,No Target,None
187,Normal,NaN,None,NaN,999,999,low,No Target,None
188,Normal,NaN,None,NaN,999,999,low,No Target,None
189,Normal,NaN,None,NaN,999,999,low,No Target,None
190,Critical,NaN,0.873,0.5680000000000001,999,1,low,No Target,tone3
191,Normal,NaN,None,NaN,999,999,low,No Target,None
192,Normal,NaN,None,NaN,999,999,low,No Target,None
193,Critical,NaN,0.987,0.553,999,1,low,No Target,tone2
194,Normal,NaN,None,NaN,999,999,low,No Target,None
195,Normal,NaN,None,NaN,999,999,low,No Target,None
196,Normal,NaN,None,NaN,999,999,low,No Target,None
197,Critical,NaN,0.412,0.5150000000000001,999,1,low,No Target,tone2
198,Normal,NaN,None,NaN,999,999,low,No Target,None
199,Normal,NaN,None,NaN,999,999,low,No Target,None
200,Normal,1.033,None,NaN,1,999,low,Target Absent,None
201,Normal,NaN,None,NaN,999,999,low,No Target,None
202,Normal,NaN,None,NaN,999,999,low,No Target,None
203,Normal,NaN,None,NaN,999,999,low,No Target,None
204,Normal,NaN,None,NaN,999,999,low,No Target,None
205,Normal,0.8240000000000001,None,NaN,1,999,low,Target Present,None
206,Normal,NaN,None,NaN,999,999,low,No Target,None
207,Normal,NaN,None,NaN,999,999,low,No Target,None
208,Normal,NaN,None,NaN,999,999,low,No Target,None
209,Critical,NaN,0.904,0.535,999,1,low,No Target,tone3
210,Normal,NaN,None,NaN,999,999,low,No Target,None
211,Normal,NaN,None,NaN,999,999,low,No Target,None
212,Normal,NaN,None,NaN,999,999,low,No Target,None
213,Normal,NaN,None,NaN,999,999,low,No Target,None
214,Normal,0.9830000000000001,None,NaN,1,999,low,Target Absent,None
215,Normal,NaN,None,NaN,999,999,low,No Target,None
216,Normal,NaN,None,NaN,999,999,low,No Target,None
217,Critical,NaN,0.522,0.45699999999999996,999,1,low,No Target,tone4
218,Normal,NaN,None,NaN,999,999,low,No Target,None
219,Normal,NaN,None,NaN,999,999,low,No Target,None
220,Critical,NaN,0.719,0.6609999999999999,999,1,low,No Target,tone3
221,Normal,NaN,None,NaN,999,999,low,No Target,None
222,Normal,NaN,None,NaN,999,999,low,No Target,None
223,Normal,NaN,None,NaN,999,999,low,No Target,None
224,Normal,NaN,None,NaN,999,999,low,No Target,None
225,Normal,NaN,None,NaN,999,999,low,No Target,None
226,Critical,NaN,0.748,0.9410000000000001,999,1,low,No Target,tone4
227,Normal,NaN,None,NaN,999,999,low,No Target,None
228,Normal,NaN,None,NaN,999,999,low,No Target,None
229,Normal,NaN,None,NaN,999,999,low,No Target,None
230,Normal,1.1150000000000002,None,NaN,1,999,low,Target Absent,None
231,Normal,NaN,None,NaN,999,999,low,No Target,None
232,Normal,NaN,None,NaN,999,999,low,No Target,None
233,Normal,NaN,None,NaN,999,999,low,No Target,None
234,Normal,NaN,None,NaN,999,999,low,No Target,None
235,Normal,1.19,None,NaN,1,999,low,Target Present,None
236,Normal,NaN,None,NaN,999,999,low,No Target,None
237,Normal,NaN,None,NaN,999,999,low,No Target,None
238,Normal,NaN,None,NaN,999,999,low,No Target,None
239,Critical,NaN,0.843,NaN,999,0,low,No Target,tone2
240,Critical,NaN,0.799,0.66,999,1,high,No Target,tone1
241,Normal,NaN,None,NaN,999,999,high,No Target,None
242,Normal,NaN,None,NaN,999,999,high,No Target,None
243,Normal,NaN,None,NaN,999,999,high,No Target,None
244,Normal,NaN,None,NaN,999,999,high,No Target,None
245,Critical,NaN,0.151,0.6689999999999999,999,1,high,No Target,tone2
246,Normal,NaN,None,NaN,999,999,high,No Target,None
247,Normal,NaN,None,NaN,999,999,high,No Target,None
248,Normal,NaN,None,NaN,999,999,high,No Target,None
249,Critical,NaN,0.478,0.5880000000000001,999,1,high,No Target,tone3
250,Normal,NaN,None,NaN,999,999,high,No Target,None
251,Normal,NaN,None,NaN,999,999,high,No Target,None
252,Normal,NaN,None,NaN,999,999,high,No Target,None
253,Normal,NaN,None,NaN,999,999,high,No Target,None
254,Critical,NaN,0.022,0.613,999,1,high,No Target,tone3
255,Normal,NaN,None,NaN,999,999,high,No Target,None
256,Normal,NaN,None,NaN,999,999,high,No Target,None
257,Normal,NaN,None,NaN,999,999,high,No Target,None
258,Normal,0.9390000000000001,None,NaN,1,999,high,Target Absent,None
259,Normal,NaN,None,NaN,999,999,high,No Target,None
260,Normal,NaN,None,NaN,999,999,high,No Target,None
261,Critical,NaN,0.639,0.504,999,1,high,No Target,tone4
262,Normal,NaN,None,NaN,999,999,high,No Target,None
263,Normal,NaN,None,NaN,999,999,high,No Target,None
264,Normal,NaN,None,NaN,999,999,high,No Target,None
265,Normal,NaN,None,NaN,999,999,high,No Target,None
266,Normal,NaN,None,NaN,999,999,high,No Target,None
267,Normal,0.79,None,NaN,1,999,high,Target Present,None
268,Normal,NaN,None,NaN,999,999,high,No Target,None
269,Normal,NaN,None,NaN,999,999,high,No Target,None
270,Critical,NaN,0.673,0.7109999999999999,999,1,high,No Target,tone3
271,Normal,NaN,None,NaN,999,999,high,No Target,None
272,Normal,NaN,None,NaN,999,999,high,No Target,None
273,Normal,NaN,None,NaN,999,999,high,No Target,None
274,Normal,NaN,None,NaN,999,999,high,No Target,None
275,Normal,NaN,None,NaN,999,999,high,No Target,None
276,Critical,NaN,0.342,0.6319999999999999,999,1,high,No Target,tone2
277,Normal,NaN,None,NaN,999,999,high,No Target,None
278,Normal,NaN,None,NaN,999,999,high,No Target,None
279,Normal,NaN,None,NaN,999,999,high,No Target,None
280,Normal,NaN,None,NaN,999,999,high,No Target,None
281,Normal,NaN,None,NaN,999,999,high,No Target,None
282,Normal,0.9390000000000001,None,NaN,1,999,high,Target Present,None
283,Normal,NaN,None,NaN,999,999,high,No Target,None
284,Normal,NaN,None,NaN,999,999,high,No Target,None
285,Normal,NaN,None,NaN,999,999,high,No Target,None
286,Normal,1.0470000000000002,None,NaN,0,999,high,Target Absent,None
287,Normal,NaN,None,NaN,999,999,high,No Target,None
288,Normal,NaN,None,NaN,999,999,high,No Target,None
289,Critical,NaN,0.734,0.6320000000000001,999,1,high,No Target,tone1
290,Normal,NaN,None,NaN,999,999,high,No Target,None
291,Normal,NaN,None,NaN,999,999,high,No Target,None
292,Critical,NaN,0.873,0.6079999999999999,999,1,high,No Target,tone1
293,Normal,NaN,None,NaN,999,999,high,No Target,None
294,Normal,NaN,None,NaN,999,999,high,No Target,None
295,Normal,0.917,None,NaN,1,999,high,Target Absent,None
296,Normal,NaN,None,NaN,999,999,high,No Target,None
297,Normal,NaN,None,NaN,999,999,high,No Target,None
298,Normal,NaN,None,NaN,999,999,high,No Target,None
299,Normal,0.8979999999999999,None,NaN,0,999,high,Target Present,None
300,Critical,NaN,0.533,0.6289999999999999,999,1,low,No Target,tone4
301,Normal,NaN,None,NaN,999,999,low,No Target,None
302,Normal,NaN,None,NaN,999,999,low,No Target,None
303,Normal,0.8220000000000001,None,NaN,1,999,low,Target Present,None
304,Normal,NaN,None,NaN,999,999,low,No Target,None
305,Normal,NaN,None,NaN,999,999,low,No Target,None
306,Normal,0.8640000000000001,None,NaN,1,999,low,Target Present,None
307,Normal,NaN,None,NaN,999,999,low,No Target,None
308,Normal,NaN,None,NaN,999,999,low,No Target,None
309,Normal,NaN,None,NaN,999,999,low,No Target,None
310,Critical,NaN,0.403,NaN,999,0,low,No Target,tone1
311,Normal,NaN,None,NaN,999,999,low,No Target,None
312,Normal,NaN,None,NaN,999,999,low,No Target,None
313,Critical,NaN,0.503,0.912,999,1,low,No Target,tone2
314,Normal,NaN,None,NaN,999,999,low,No Target,None
315,Normal,NaN,None,NaN,999,999,low,No Target,None
316,Normal,NaN,None,NaN,999,999,low,No Target,None
317,Critical,0.9690000000000001,0.108,0.757,999,1,low,Target Absent,tone3
318,Normal,NaN,None,NaN,999,999,low,No Target,None
319,Normal,NaN,None,NaN,999,999,low,No Target,None
320,Normal,NaN,None,NaN,999,999,low,No Target,None
321,Normal,NaN,None,NaN,999,999,low,No Target,None
322,Normal,NaN,None,NaN,999,999,low,No Target,None
323,Critical,NaN,0.719,0.6170000000000001,999,1,low,No Target,tone4
324,Normal,NaN,None,NaN,999,999,low,No Target,None
325,Normal,NaN,None,NaN,999,999,low,No Target,None
326,Critical,0.885,0.064,0.685,999,1,low,Target Absent,tone4
327,Normal,NaN,None,NaN,999,999,low,No Target,None
328,Normal,NaN,None,NaN,999,999,low,No Target,None
329,Normal,NaN,None,NaN,999,999,low,No Target,None
330,Normal,NaN,None,NaN,999,999,low,No Target,None
331,Normal,NaN,None,NaN,999,999,low,No Target,None
332,Normal,NaN,None,NaN,999,999,low,No Target,None
333,Normal,1.174,None,NaN,1,999,low,Target Absent,None
334,Normal,NaN,None,NaN,999,999,low,No Target,None
335,Normal,NaN,None,NaN,999,999,low,No Target,None
336,Critical,NaN,0.497,0.648,999,1,low,No Target,tone2
337,Normal,NaN,None,NaN,999,999,low,No Target,None
338,Normal,NaN,None,NaN,999,999,low,No Target,None
339,Normal,1.029,None,NaN,1,999,low,Target Present,None
340,Normal,NaN,None,NaN,999,999,low,No Target,None
341,Normal,NaN,None,NaN,999,999,low,No Target,None
342,Normal,NaN,None,NaN,999,999,low,No Target,None
343,Normal,NaN,None,NaN,999,999,low,No Target,None
344,Critical,NaN,0.967,0.6749999999999999,999,1,low,No Target,tone3
345,Normal,NaN,None,NaN,999,999,low,No Target,None
346,Normal,NaN,None,NaN,999,999,low,No Target,None
347,Normal,NaN,None,NaN,999,999,low,No Target,None
348,Critical,NaN,0.673,0.5779999999999998,999,1,low,No Target,tone3
349,Normal,NaN,None,NaN,999,999,low,No Target,None
350,Normal,NaN,None,NaN,999,999,low,No Target,None
351,Normal,NaN,None,NaN,999,999,low,No Target,None
352,Normal,NaN,None,NaN,999,999,low,No Target,None
353,Normal,NaN,None,NaN,999,999,low,No Target,None
354,Normal,NaN,None,NaN,999,999,low,No Target,None
355,Normal,NaN,None,NaN,999,999,low,No Target,None
356,Normal,NaN,None,NaN,999,999,low,No Target,None
357,Normal,NaN,None,NaN,999,999,low,No Target,None
358,Normal,NaN,None,NaN,999,999,low,No Target,None
359,Normal,NaN,None,NaN,999,999,low,No Target,None
360,Normal,NaN,None,NaN,999,999,low,No Target,None
361,Normal,NaN,None,NaN,999,999,low,No Target,None
362,Normal,NaN,None,NaN,999,999,low,No Target,None
363,Critical,NaN,0.462,0.5900000000000001,999,1,low,No Target,tone1
364,Normal,NaN,None,NaN,999,999,low,No Target,None
365,Normal,NaN,None,NaN,999,999,low,No Target,None
366,Critical,NaN,0.734,0.593,999,1,low,No Target,tone4
367,Normal,NaN,None,NaN,999,999,low,No Target,None
368,Normal,NaN,None,NaN,999,999,low,No Target,None
369,Normal,NaN,None,NaN,999,999,low,No Target,None
370,Normal,NaN,None,NaN,999,999,low,No Target,None
371,Critical,NaN,0.229,0.587,999,1,low,No Target,tone2
372,Normal,NaN,None,NaN,999,999,low,No Target,None
373,Normal,NaN,None,NaN,999,999,low,No Target,None
374,Normal,1.0456458333333332,None,NaN,1,999,low,Target Absent,None
375,Normal,NaN,None,NaN,999,999,low,No Target,None
376,Normal,NaN,None,NaN,999,999,low,No Target,None
377,Critical,NaN,0.873,NaN,999,0,low,No Target,tone3
378,Normal,NaN,None,NaN,999,999,low,No Target,None
379,Normal,NaN,None,NaN,999,999,low,No Target,None
380,Critical,NaN,0.967,0.578,999,1,low,No Target,tone1
381,Normal,NaN,None,NaN,999,999,low,No Target,None
382,Normal,NaN,None,NaN,999,999,low,No Target,None
383,Critical,NaN,0.609,0.6020000000000001,999,1,low,No Target,tone2
384,Normal,NaN,None,NaN,999,999,low,No Target,None
385,Normal,NaN,None,NaN,999,999,low,No Target,None
386,Normal,NaN,None,NaN,999,999,low,No Target,None
387,Normal,NaN,None,NaN,999,999,low,No Target,None
388,Critical,NaN,0.889,0.5130000000000001,999,1,low,No Target,tone2
389,Normal,NaN,None,NaN,999,999,low,No Target,None
390,Normal,NaN,None,NaN,999,999,low,No Target,None
391,Normal,1.0790000000000002,None,NaN,1,999,low,Target Present,None
392,Normal,NaN,None,NaN,999,999,low,No Target,None
393,Normal,NaN,None,NaN,999,999,low,No Target,None
394,Normal,NaN,None,NaN,999,999,low,No Target,None
395,Normal,0.942,None,NaN,1,999,low,Target Present,None
396,Normal,NaN,None,NaN,999,999,low,No Target,None
397,Normal,NaN,None,NaN,999,999,low,No Target,None
398,Critical,NaN,0.568,0.5300000000000001,999,1,low,No Target,tone2
399,Normal,NaN,None,NaN,999,999,low,No Target,None
400,Normal,NaN,None,NaN,999,999,low,No Target,None
401,Normal,NaN,None,0.756,666,666,low,No Target,None
402,Critical,NaN,0.025,NaN,999,0,low,No Target,tone3
403,Normal,NaN,None,NaN,999,999,low,No Target,None
404,Normal,NaN,None,NaN,999,999,low,No Target,None
405,Normal,NaN,None,NaN,999,999,low,No Target,None
406,Normal,NaN,None,NaN,999,999,low,No Target,None
407,Normal,NaN,None,NaN,999,999,low,No Target,None
408,Normal,1.025,None,NaN,1,999,low,Target Absent,None
409,Normal,NaN,None,NaN,999,999,low,No Target,None
410,Normal,NaN,None,NaN,999,999,low,No Target,None
411,Normal,NaN,None,NaN,999,999,low,No Target,None
412,Normal,NaN,None,NaN,999,999,low,No Target,None
413,Normal,NaN,None,NaN,999,999,low,No Target,None
414,Normal,1.27,None,0.6245373134328359,666,666,low,Target Absent,None
415,Normal,NaN,None,NaN,999,999,low,No Target,None
416,Normal,NaN,None,NaN,999,999,low,No Target,None
417,Normal,NaN,None,NaN,999,999,low,No Target,None
418,Normal,NaN,None,NaN,999,999,low,No Target,None
419,Normal,0.8919999999999999,None,NaN,1,999,low,Target Present,None
420,Critical,NaN,0.522,0.625,999,1,high,No Target,tone4
421,Normal,NaN,None,NaN,999,999,high,No Target,None
422,Normal,NaN,None,NaN,999,999,high,No Target,None
423,Critical,NaN,0.88,0.5419999999999999,999,1,high,No Target,tone3
424,Normal,NaN,None,NaN,999,999,high,No Target,None
425,Normal,NaN,None,NaN,999,999,high,No Target,None
426,Normal,1.0659999999999998,None,NaN,1,999,high,Target Present,None
427,Normal,NaN,None,NaN,999,999,high,No Target,None
428,Normal,NaN,None,NaN,999,999,high,No Target,None
429,Normal,NaN,None,NaN,999,999,high,No Target,None
430,Normal,NaN,None,NaN,999,999,high,No Target,None
431,Normal,NaN,None,NaN,999,999,high,No Target,None
432,Normal,1.165,None,NaN,1,999,high,Target Absent,None
433,Normal,NaN,None,NaN,999,999,high,No Target,None
434,Normal,NaN,None,NaN,999,999,high,No Target,None
435,Normal,0.937,None,NaN,1,999,high,Target Present,None
436,Normal,NaN,None,NaN,999,999,high,No Target,None
437,Normal,NaN,None,NaN,999,999,high,No Target,None
438,Critical,1.0456458333333332,0.955,0.6245373134328359,999,1,high,Target Present,tone4
439,Normal,NaN,None,NaN,999,999,high,No Target,None
440,Normal,NaN,None,NaN,999,999,high,No Target,None
441,Critical,NaN,0.07,0.687,999,1,high,No Target,tone4
442,Normal,NaN,None,NaN,999,999,high,No Target,None
443,Normal,NaN,None,NaN,999,999,high,No Target,None
444,Normal,NaN,None,NaN,999,999,high,No Target,None
445,Critical,NaN,0.275,NaN,999,0,high,No Target,tone2
446,Normal,NaN,None,NaN,999,999,high,No Target,None
447,Normal,NaN,None,NaN,999,999,high,No Target,None
448,Normal,NaN,None,NaN,999,999,high,No Target,None
449,Normal,0.895,None,NaN,1,999,high,Target Absent,None
450,Normal,NaN,None,NaN,999,999,high,No Target,None
451,Normal,NaN,None,NaN,999,999,high,No Target,None
452,Normal,NaN,None,NaN,999,999,high,No Target,None
453,Normal,NaN,None,NaN,999,999,high,No Target,None
454,Normal,NaN,None,NaN,999,999,high,No Target,None
455,Normal,0.905,None,NaN,1,999,high,Target Absent,None
456,Normal,NaN,None,NaN,999,999,high,No Target,None
457,Normal,NaN,None,NaN,999,999,high,No Target,None
458,Critical,NaN,0.724,0.6100000000000001,999,1,high,No Target,tone3
459,Normal,NaN,None,NaN,999,999,high,No Target,None
460,Normal,NaN,None,NaN,999,999,high,No Target,None
461,Normal,NaN,None,NaN,999,999,high,No Target,None
462,Normal,NaN,None,NaN,999,999,high,No Target,None
463,Critical,NaN,0.673,0.677,999,1,high,No Target,tone3
464,Normal,NaN,None,NaN,999,999,high,No Target,None
465,Normal,NaN,None,NaN,999,999,high,No Target,None
466,Normal,NaN,None,NaN,999,999,high,No Target,None
467,Normal,NaN,None,NaN,999,999,high,No Target,None
468,Normal,NaN,None,NaN,999,999,high,No Target,None
469,Normal,NaN,None,NaN,999,999,high,No Target,None
470,Critical,NaN,0.639,0.6739999999999999,999,1,high,No Target,tone4
471,Normal,NaN,None,NaN,999,999,high,No Target,None
