,Image Name,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,True Skill Rating,Load,Exemplar of,To be asked,Trial Type,Audio,RT to TO,RT VS,RT to TO,Sound Onset,Sound Hz,Trial N.,trial_n
340,2010_001594.jpg, boat,,,,,19.04897462,low, boat,,No Target,Normal,None,Na,Na,None,None,40,40
270,2009_002711.jpg, car, person,,,,17.85630566,low, car,,No Target,Normal,None,Na,Na,None,None,41,41
137,2008_005214.jpg, pottedplant,,,,,21.2176699,low, pottedplant, bottle,Target Absent,Normal,None,"[('q', 2.621938956894155)]","['space', 1.4540009984048083]",None,None,42,42
319,2010_000090.jpg, chair, dog,,,,13.83671015,low, dog,,No Target,Normal,None,Na,Na,None,None,43,43
351,2010_002283.jpg, horse,,,,,18.05782528,low, horse,,No Target,Normal,None,Na,Na,None,None,44,44
461,2011_002050.jpg, boat,,,,,17.33155808,low, boat,,No Target,Critical,"[('space', 0.19118356864782982)]",Na,Na,0.477,tone3,45,45
157,2008_006092.jpg, car,,,,,16.4886037,low, car,,No Target,Normal,,Na,Na,None,None,46,46
383,2010_004145.jpg, horse,,,,,18.59045643,low, horse,,No Target,Normal,None,Na,Na,None,None,47,47
443,2011_001543.jpg, chair, dog,,,,14.96914197,low, chair,,No Target,Normal,None,Na,Na,None,None,48,48
327,2010_000805.jpg, dog, bottle,,,,18.86070334,low, bottle,,No Target,Normal,"[('space', 0.9451141197641846)]",Na,Na,None,None,49,49
292,2009_004083.jpg, cat,,,,,15.02423943,low, cat,,No Target,Critical,"[('space', 0.00010177936928812414)]",Na,Na,0.363,tone2,50,50
134,2008_004911.jpg, horse,,,,,19.1389758,low, horse,,No Target,Normal,None,Na,Na,None,None,51,51
442,2011_001432.jpg, bird,,,,,19.73559235,low, bird,,No Target,Normal,None,Na,Na,None,None,52,52
418,2011_000379.jpg, sofa, cat,,,,21.05425029,low, sofa, sofa,Target Present,Normal,None,"[('p', 2.697560744745715)]",-999,None,None,53,53
166,2008_006546.jpg, dog,,,,,15.67179749,low, dog,,No Target,Normal,None,Na,Na,None,None,54,54
473,2011_002766.jpg, sofa, dog,,,,19.88562666,low, sofa,,No Target,Normal,None,Na,Na,None,None,55,55
82,2008_002357.jpg, person,,,,,15.28084218,low, person,,No Target,Normal,None,Na,Na,None,None,56,56
384,2010_004175.jpg, cat,,,,,10.23663576,low, cat,,No Target,Normal,None,Na,Na,None,None,57,57
347,2010_001995.jpg, bird,,,,,18.3319521,low, bird,,No Target,Normal,None,Na,Na,None,None,58,58
308,2009_004737.jpg, chair,,,,,16.98544233,low, chair,,No Target,Normal,None,Na,Na,None,None,59,59
67,2008_001920.jpg, tvmonitor, person,,,,34.98802186,high, person,,No Target,Normal,None,Na,Na,None,None,0,60
0,2008_000032.jpg, bus, person,,,,30.61203595,high, person,,No Target,Normal,None,Na,Na,None,None,1,61
186,2008_007534.jpg, car, dog,,,,31.13697328,high, car,,No Target,Normal,None,Na,Na,None,None,2,62
164,2008_006461.jpg, bird,,,,,31.18243026,high, bird,,No Target,Critical,"[('space', 0.14334954485821072)]",Na,Na,0.563,tone1,3,63
293,2009_004125.jpg, person, boat,,,,31.87043919,high, boat,,No Target,Normal,None,Na,Na,None,None,4,64
417,2011_000278.jpg, person, boat, car,,,35.33464598,high, car,,No Target,Normal,None,Na,Na,None,None,5,65
40,2008_000798.jpg, bird,,,,,29.59459789,high, bird,,No Target,Critical,"[('space', 0.9235169362873421)]",Na,Na,0.313,tone3,6,66
177,2008_007143.jpg, boat,,,,,33.49461342,high, boat,,No Target,Normal,None,Na,Na,None,None,7,67
255,2009_002001.jpg, person, aeroplane,,,,34.54414482,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,8,68
87,2008_002482.jpg, person, boat,,,,28.94552801,high, boat,,No Target,Normal,None,Na,Na,None,None,9,69
49,2008_001155.jpg, chair, diningtable,,,,33.69412787,high, chair, chair,Target Present,Normal,None,"[('q', 2.6439740482528578)]",-999,None,None,10,70
310,2009_004841.jpg, cat,,,,,28.68743792,high, cat,,No Target,Normal,None,Na,Na,None,None,11,71
286,2009_003725.jpg, person, horse, car,,,30.12263629,high, car,,No Target,Normal,None,Na,Na,None,None,12,72
262,2009_002414.jpg, bird,,,,,29.74278668,high, bird,,No Target,Critical,"[('space', 0.2515897681223578)]",Na,Na,0.76,tone4,13,73
369,2010_003297.jpg, person, horse,,,,31.96963432,high, horse,,No Target,Normal,None,Na,Na,None,None,14,74
20,2008_000270.jpg, person, dog, sofa,,,29.93561839,high, sofa,,No Target,Normal,None,Na,Na,None,None,15,75
32,2008_000541.jpg, person, sofa,,,,29.63901024,high, sofa,,No Target,Critical,"[('space', 0.6955388419446535)]",Na,Na,0.155,tone2,16,76
170,2008_006864.jpg, pottedplant, sofa, person,,,29.72325552,high, sofa,,No Target,Normal,None,Na,Na,None,None,17,77
285,2009_003705.jpg, person, aeroplane,,,,29.54730611,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,18,78
278,2009_003198.jpg, pottedplant, chair, diningtable,,,29.96856146,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,19,79
405,2010_005595.jpg, horse,,,,,29.69412347,high, horse,,No Target,Normal,None,Na,Na,None,None,20,80
105,2008_003755.jpg, car, dog, person,,,29.76355213,high, dog, bird,Target Absent,Critical,None,"[('p', 3.9899762999484665)]","['space', 1.4300494898634497]",0.928,tone2,21,81
455,2011_001862.jpg, pottedplant, sofa, chair, dog, diningtable,32.89256213,high, chair,,No Target,Normal,None,Na,Na,None,None,22,82
78,2008_002185.jpg, person,,,,,34.64372837,high, person,,No Target,Normal,None,Na,Na,None,None,23,83
254,2009_001976.jpg, chair,,,,,33.76608333,high, chair,,No Target,Normal,None,Na,Na,None,None,24,84
431,2011_001025.jpg, pottedplant, person, bicycle, car,,33.36715275,high, car, car,Target Present,Critical,None,"[('q', 2.3604095921182306)]","['space', 1.4484555906965397]",0.704,tone3,25,85
178,2008_007250.jpg, bird,,,,,31.89212551,high, bird,,No Target,Normal,None,Na,Na,None,None,26,86
409,2010_005705.jpg, boat,,,,,30.07547412,high, boat,,No Target,Normal,None,Na,Na,None,None,27,87
339,2010_001586.jpg, person, train, sofa,,,31.65115644,high, sofa,,No Target,Normal,None,Na,Na,None,None,28,88
132,2008_004892.jpg, person, horse,,,,31.04635209,high, horse,,No Target,Normal,None,Na,Na,None,None,29,89
119,2008_004318.jpg, person, sofa,,,,29.75735845,high, sofa, sofa,Target Present,Normal,None,"[('q', 2.2097176777097047)]",-999,None,None,30,90
171,2008_006870.jpg, person, dog,,,,30.6573416,high, dog,,No Target,Normal,None,Na,Na,None,None,31,91
15,2008_000196.jpg, pottedplant, bicycle, bottle, cat,,35.35378443,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,32,92
93,2008_002966.jpg, person, boat,,,,31.41385755,high, boat,,No Target,Critical,"[('space', 9.208609844790772e-05)]",Na,Na,0.354,tone1,33,93
393,2010_004844.jpg, pottedplant, person, motorbike, car, bus,30.65978031,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,34,94
379,2010_003861.jpg, pottedplant, person, chair, sofa, cat,29.7271296,high, cat,,No Target,Normal,None,Na,Na,None,None,35,95
398,2010_005239.jpg, tvmonitor, cat,,,,33.31955031,high, cat,,No Target,Normal,None,Na,Na,None,None,36,96
260,2009_002306.jpg, boat,,,,,30.0652664,high, boat,,No Target,Critical,"[('space', 0.2591014848658233)]",Na,Na,0.773,tone3,37,97
407,2010_005608.jpg, bird,,,,,29.2726546,high, bird,,No Target,Normal,None,Na,Na,None,None,38,98
13,2008_000192.jpg, bird,,,,,29.17631148,high, bird,,No Target,Normal,None,Na,Na,None,None,39,99
220,2009_000488.jpg, pottedplant, tvmonitor, cat,,,31.6704472,high, pottedplant, horse,Target Absent,Normal,None,"[('q', 2.5269394600909436)]",-999,None,None,40,100
330,2010_000942.jpg, pottedplant, person, chair,,,34.89137182,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,41,101
145,2008_005472.jpg, person, car,,,,28.83974175,high, car,,No Target,Normal,None,Na,Na,None,None,42,102
408,2010_005669.jpg, dog,,,,,33.96067753,high, dog,,No Target,Normal,None,Na,Na,None,None,43,103
382,2010_003943.jpg, cat,,,,,31.19357079,high, cat,,No Target,Normal,None,Na,Na,None,None,44,104
360,2010_002789.jpg, sofa, cat,,,,33.20892925,high, cat, boat,Target Absent,Normal,None,"[('p', 2.569817085073737)]",-999,None,None,45,105
80,2008_002199.jpg, car, bottle, person,,,36.80648002,high, car,,No Target,Normal,None,Na,Na,None,None,46,106
200,2008_008341.jpg, pottedplant, person,,,,30.93117424,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,47,107
295,2009_004179.jpg, person, chair, dog, car,,31.41085347,high, dog,,No Target,Critical,"[('space', 0.6709917672706069)]",Na,Na,0.083,tone4,48,108
472,2011_002641.jpg, person, chair, bottle,,,33.38111538,high, bottle,,No Target,Normal,None,Na,Na,None,None,49,109
68,2008_001929.jpg, person,,,,,38.90283281,high, person,,No Target,Normal,None,Na,Na,None,None,50,110
433,2011_001056.jpg, person,,,,,31.21400965,high, person,,No Target,Normal,None,Na,Na,None,None,51,111
226,2009_000848.jpg, tvmonitor, bottle,,,,30.12607109,high, bottle,,No Target,Normal,None,Na,Na,None,None,52,112
478,2011_003086.jpg, bus, car, person,,,29.14351571,high, car,,No Target,Normal,None,Na,Na,None,None,53,113
415,2011_000009.jpg, tvmonitor, chair, bottle, person,,35.25028289,high, chair,,No Target,Normal,None,Na,Na,None,None,54,114
33,2008_000564.jpg, pottedplant, person,,,,31.19071287,high, person,,No Target,Normal,None,Na,Na,None,None,55,115
44,2008_000916.jpg, pottedplant, person, train,,,29.32349307,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,56,116
298,2009_004283.jpg, pottedplant, sofa,,,,29.04248887,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,57,117
28,2008_000424.jpg, person,,,,,29.85785785,high, person,,No Target,Normal,None,Na,Na,None,None,58,118
185,2008_007527.jpg, tvmonitor, chair,,,,32.38481414,high, chair,,No Target,Normal,None,Na,Na,None,None,59,119
187,2008_007613.jpg, cat,,,,,31.07255302,high, cat,,No Target,Normal,None,Na,Na,None,None,0,120
377,2010_003729.jpg, pottedplant, car, chair, bicycle, person,30.13324411,high, pottedplant, pottedplant,Target Present,Critical,None,"[('q', 2.5887791236600606)]",-999,0.358,tone1,1,121
63,2008_001673.jpg, person, chair, bird,,,29.63012123,high, bird,,No Target,Normal,None,Na,Na,None,None,2,122
395,2010_005106.jpg, person, aeroplane,,,,30.24293721,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,3,123
59,2008_001464.jpg, person, horse,,,,30.7567144,high, horse,,No Target,Normal,None,Na,Na,None,None,4,124
160,2008_006295.jpg, pottedplant, tvmonitor, diningtable, bottle, person,33.94013437,high, bottle, boat,Target Absent,Normal,None,"[('q', 2.1667881651956122)]",-999,None,None,5,125
376,2010_003724.jpg, person, bird,,,,29.65738997,high, bird,,No Target,Normal,None,Na,Na,None,None,6,126
222,2009_000547.jpg, car, horse, person,,,32.99612117,high, horse,,No Target,Normal,None,Na,Na,None,None,7,127
72,2008_002037.jpg, person, dog,,,,30.20203583,high, dog,,No Target,Normal,None,Na,Na,None,None,8,128
179,2008_007281.jpg, sofa, person, bottle, pottedplant, tvmonitor,36.88958526,high, bottle,,No Target,Critical,"[('space', 0.19165397750475677)]",Na,Na,0.555,tone3,9,129
41,2008_000803.jpg, person, bicycle, motorbike,,,31.27613146,high, person,,No Target,Normal,None,Na,Na,None,None,10,130
153,2008_005750.jpg, aeroplane,,,,,29.20186946,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,11,131
346,2010_001992.jpg, bird,,,,,28.99760488,high, bird, bird,Target Present,Normal,None,"[('p', 2.0278667357342783)]",-999,None,None,12,132
53,2008_001312.jpg, person, bottle,,,,31.29356592,high, bottle,,No Target,Normal,None,Na,Na,None,None,13,133
81,2008_002350.jpg, bird,,,,,29.81492031,high, bird,,No Target,Normal,None,Na,Na,None,None,14,134
90,2008_002773.jpg, aeroplane, boat,,,,29.28734944,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,15,135
411,2010_005894.jpg, chair,,,,,29.02795836,high, chair,,No Target,Normal,None,Na,Na,None,None,16,136
436,2011_001139.jpg, chair, bird, diningtable,,,29.36175572,high, bird,,No Target,Normal,None,Na,Na,None,None,17,137
284,2009_003646.jpg, tvmonitor, person, bicycle, sofa,,38.21890595,high, sofa,,No Target,Critical,"[('space', -0.022078711095673498)]",Na,Na,0.854,tone4,18,138
234,2009_001107.jpg, sofa,,,,,30.15956649,high, sofa,,No Target,Normal,None,Na,Na,None,None,19,139
162,2008_006303.jpg, chair,,,,,28.72363665,high, chair,,No Target,Normal,None,Na,Na,None,None,20,140
349,2010_002183.jpg, person, horse,,,,34.55757717,high, horse,,No Target,Critical,"[('space', 0.8344753815108561)]",Na,Na,0.39,tone2,21,141
363,2010_003014.jpg, sofa, person,,,,31.45021986,high, person,,No Target,Normal,None,Na,Na,None,None,22,142
338,2010_001533.jpg, tvmonitor, chair, person,,,33.46727324,high, person,,No Target,Normal,None,Na,Na,None,None,23,143
18,2008_000251.jpg, car, aeroplane,,,,35.87217941,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,24,144
233,2009_000995.jpg, sofa, person,,,,31.46367723,high, sofa,,No Target,Normal,None,Na,Na,None,None,25,145
266,2009_002571.jpg, pottedplant, sofa, chair, diningtable,,28.96846506,high, sofa,,No Target,Critical,"[('space', 0.8014238848481909)]",Na,Na,0.271,tone4,26,146
100,2008_003429.jpg, person, motorbike,,,,31.41933888,high, person,,No Target,Normal,None,Na,Na,None,None,27,147
296,2009_004199.jpg, bottle,,,,,34.55732937,high, bottle,,No Target,Normal,None,Na,Na,None,None,28,148
34,2008_000619.jpg, car, cat,,,,33.46218479,high, cat,,No Target,Normal,None,Na,Na,None,None,29,149
161,2008_006298.jpg, sheep, person, horse,,,32.38547762,high, horse,,No Target,Normal,None,Na,Na,None,None,30,150
306,2009_004674.jpg, sofa, chair, person,,,33.18559025,high, chair,,No Target,Normal,None,Na,Na,None,None,31,151
71,2008_002032.jpg, person, chair, diningtable,,,32.01182729,high, person, pottedplant,Target Absent,Normal,None,"[('q', 3.01375104879844)]","['space', 1.4938081364743994]",None,None,32,152
217,2009_000405.jpg, bus, person, car,,,29.16002617,high, car,,No Target,Normal,None,Na,Na,None,None,33,153
424,2011_000628.jpg, person, horse,,,,31.31059992,high, horse,,No Target,Normal,None,Na,Na,None,None,34,154
218,2009_000449.jpg, sofa, dog, person,,,29.28309157,high, sofa,,No Target,Normal,None,Na,Na,None,None,35,155
65,2008_001784.jpg, pottedplant, person,,,,29.50643156,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,36,156
419,2011_000427.jpg, sofa, diningtable, person,,,40.50710337,high, sofa, aeroplane,Target Absent,Critical,None,"[('q', 2.092708748212317)]","['space', 1.2447437511873432]",0.477,tone3,37,157
211,2009_000120.jpg, boat,,,,,30.80608913,high, boat,,No Target,Normal,None,Na,Na,None,None,38,158
27,2008_000421.jpg, person, bottle, sofa,,,28.87632024,high, bottle,,No Target,Normal,None,Na,Na,None,None,39,159
104,2008_003689.jpg, pottedplant, person, chair,,,30.60605981,high, pottedplant,,No Target,Critical,"[('space', 0.14682600887317676)]",Na,Na,0.526,tone3,40,160
172,2008_006903.jpg, boat,,,,,31.79381279,high, boat,,No Target,Normal,None,Na,Na,None,None,41,161
429,2011_001001.jpg, person, bird, boat,,,31.91340974,high, bird,,No Target,Normal,None,Na,Na,None,None,42,162
439,2011_001221.jpg, pottedplant, person, chair, diningtable, boat,35.38363354,high, chair,,No Target,Normal,None,Na,Na,None,None,43,163
374,2010_003579.jpg, chair, cat,,,,29.79862915,high, cat,,No Target,Normal,None,Na,Na,None,None,44,164
288,2009_003951.jpg, person, train,,,,28.89001495,high, person,,No Target,Normal,None,Na,Na,None,None,45,165
195,2008_007970.jpg, person, aeroplane,,,,30.07304163,high, aeroplane,,No Target,Critical,"[('space', 0.4078581657449831)]",Na,Na,0.93,tone4,46,166
129,2008_004690.jpg, bird,,,,,30.51535276,high, bird,,No Target,Normal,None,Na,Na,None,None,47,167
380,2010_003864.jpg, pottedplant, sofa, chair, diningtable, tvmonitor,31.00753792,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,48,168
283,2009_003351.jpg, pottedplant, person, chair, motorbike, boat,31.5804899,high, boat,,No Target,Critical,"[('space', 0.44184819934889674)]",Na,Na,0.977,tone4,49,169
463,2011_002193.jpg, person, aeroplane,,,,30.18288572,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,50,170
406,2010_005606.jpg, person, sofa, cat,,,29.51418979,high, cat,,No Target,Normal,None,Na,Na,None,None,51,171
355,2010_002462.jpg, pottedplant, person, bottle, diningtable,,35.49954365,high, bottle, bottle,Target Present,Normal,None,"[('q', 3.5423865466436837)]",-999,None,None,52,172
196,2008_008029.jpg, person, sofa,,,,31.11980531,high, sofa,,No Target,Normal,None,Na,Na,None,None,53,173
194,2008_007949.jpg, chair, diningtable,,,,38.0925597,high, chair,,No Target,Normal,None,Na,Na,None,None,54,174
324,2010_000536.jpg, cat,,,,,31.54166437,high, cat,,No Target,Normal,None,Na,Na,None,None,55,175
394,2010_004950.jpg, boat,,,,,29.96161285,high, boat,,No Target,Normal,None,Na,Na,None,None,56,176
56,2008_001333.jpg, sofa, chair, bottle, person,,29.05176679,high, sofa,,No Target,Normal,None,Na,Na,None,None,57,177
390,2010_004542.jpg, person, horse,,,,33.85482115,high, horse,,No Target,Normal,None,Na,Na,None,None,58,178
180,2008_007378.jpg, chair, dog, diningtable,,,29.61144034,high, dog,,No Target,Normal,None,Na,Na,None,None,59,179
236,2009_001299.jpg, person, chair,,,,19.77080876,low, chair,,No Target,Critical,"[('space', 0.13539849474909715)]",Na,Na,0.724,tone3,0,180
444,2011_001568.jpg, cat,,,,,17.32743513,low, cat,,No Target,Normal,None,Na,Na,None,None,1,181
159,2008_006276.jpg, sofa,,,,,12.39022978,low, sofa,,No Target,Normal,None,Na,Na,None,None,2,182
402,2010_005409.jpg, car, bottle, person,,,19.55873743,low, bottle,,No Target,Normal,None,Na,Na,None,None,3,183
243,2009_001470.jpg, sofa, dog,,,,19.18883419,low, dog,,No Target,Critical,"[('space', 0.22390321323473472)]",Na,Na,0.786,tone1,4,184
352,2010_002379.jpg, pottedplant,,,,,19.89572012,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,5,185
144,2008_005467.jpg, dog,,,,,20.01703476,low, dog,,No Target,Normal,None,Na,Na,None,None,6,186
311,2009_004874.jpg, chair,,,,,19.81187434,low, chair,,No Target,Normal,None,Na,Na,None,None,7,187
345,2010_001863.jpg, cat,,,,,16.82752057,low, cat, cat,Target Present,Critical,None,"[('p', 2.194171377646853)]","['space', 1.1062194608457503]",0.555,tone4,8,188
115,2008_004175.jpg, horse,,,,,18.09561576,low, horse,,No Target,Normal,None,Na,Na,None,None,9,189
304,2009_004620.jpg, aeroplane,,,,,17.41279879,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,10,190
290,2009_003974.jpg, car,,,,,16.30622987,low, car,,No Target,Normal,None,Na,Na,None,None,11,191
291,2009_004016.jpg, dog,,,,,19.65229661,low, dog,,No Target,Normal,None,Na,Na,None,None,12,192
111,2008_004138.jpg, aeroplane,,,,,18.76412105,low, aeroplane, boat,Target Absent,Normal,None,"[('q', 1.9947171659587184)]",-999,None,None,13,193
223,2009_000647.jpg, dog,,,,,18.05503275,low, dog,,No Target,Normal,None,Na,Na,None,None,14,194
107,2008_003838.jpg, pottedplant, chair, dog,,,17.39857058,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,15,195
460,2011_002038.jpg, chair,,,,,19.16151497,low, chair,,No Target,Critical,None,Na,Na,0.287,tone1,16,196
457,2011_001886.jpg, boat,,,,,19.6857523,low, boat,,No Target,Normal,None,Na,Na,None,None,17,197
399,2010_005257.jpg, cat,,,,,20.04157457,low, cat,,No Target,Normal,None,Na,Na,None,None,18,198
85,2008_002442.jpg, person, chair, dog, car,,19.9398263,low, car, sofa,Target Absent,Critical,None,"[('q', 2.496710131497821)]","['space', 1.2167498625130975]",0.643,tone4,19,199
58,2008_001439.jpg, chair,,,,,19.87713164,low, chair,,No Target,Normal,None,Na,Na,None,None,20,200
353,2010_002393.jpg, boat,,,,,20.13141109,low, boat,,No Target,Normal,None,Na,Na,None,None,21,201
95,2008_003135.jpg, pottedplant,,,,,20.73071186,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,22,202
94,2008_003045.jpg, cat,,,,,16.41703919,low, cat,,No Target,Normal,None,Na,Na,None,None,23,203
127,2008_004624.jpg, horse,,,,,13.8796341,low, horse, horse,Target Present,Normal,None,"[('p', 1.9172257167083444)]",-999,None,None,24,204
36,2008_000646.jpg, person,,,,,13.39574725,low, person,,No Target,Normal,None,Na,Na,None,None,25,205
140,2008_005345.jpg, pottedplant,,,,,16.52047637,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,26,206
193,2008_007923.jpg, person, bottle,,,,19.05734477,low, person,,No Target,Normal,None,Na,Na,None,None,27,207
224,2009_000716.jpg, cat,,,,,20.53735354,low, cat,,No Target,Normal,None,Na,Na,None,None,28,208
301,2009_004483.jpg, dog,,,,,18.01939275,low, dog, bird,Target Absent,Normal,None,"[('q', 1.9686998497854802)]",-999,None,None,29,209
448,2011_001613.jpg, person, boat,,,,17.51694148,low, boat,,No Target,Normal,None,Na,Na,None,None,30,210
99,2008_003288.jpg, person,,,,,16.331918,low, person,,No Target,Normal,None,Na,Na,None,None,31,211
203,2008_008467.jpg, aeroplane,,,,,11.63773974,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,32,212
321,2010_000151.jpg, bird,,,,,20.12814087,low, bird,,No Target,Normal,None,Na,Na,None,None,33,213
62,2008_001617.jpg, person, chair,,,,20.22413954,low, chair,,No Target,Critical,"[('space', 0.4713496771437349)]",Na,Na,0.838,tone3,34,214
64,2008_001694.jpg, pottedplant, sofa, chair,,,18.5118878,low, sofa,,No Target,Normal,None,Na,Na,None,None,35,215
388,2010_004311.jpg, dog,,,,,16.89110622,low, dog,,No Target,Normal,None,Na,Na,None,None,36,216
314,2009_005036.jpg, car, aeroplane,,,,16.811685,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,37,217
221,2009_000525.jpg, person,,,,,17.83437809,low, person,,No Target,Normal,None,Na,Na,None,None,38,218
