,Audio,RT_VS,Sound_Onset,RT_TO,Acc_VS,Acc_DT,Load,Trial_Type,Sound_Hz
372,Normal,NaN,None,NaN,999,999,low,No Target,None
373,Normal,NaN,None,NaN,999,999,low,No Target,None
374,Normal,NaN,None,NaN,999,999,low,No Target,None
375,Normal,NaN,None,NaN,999,999,low,No Target,None
376,Normal,NaN,None,NaN,999,999,low,No Target,None
377,Critical,NaN,0.803,0.4049999999999999,999,1,low,No Target,tone3
378,Normal,NaN,None,NaN,999,999,low,No Target,None
379,Normal,NaN,None,NaN,999,999,low,No Target,None
380,Normal,NaN,None,NaN,999,999,low,No Target,None
381,Normal,NaN,None,NaN,999,999,low,No Target,None
382,Normal,NaN,None,NaN,999,999,low,No Target,None
383,Normal,NaN,None,NaN,999,999,low,No Target,None
384,Normal,NaN,None,NaN,999,999,low,No Target,None
385,Normal,NaN,None,NaN,999,999,low,No Target,None
386,Critical,NaN,0.351,0.46599999999999997,999,1,low,No Target,tone4
387,Normal,NaN,None,NaN,999,999,low,No Target,None
388,Normal,NaN,None,NaN,999,999,low,No Target,None
389,Normal,NaN,None,NaN,999,999,low,No Target,None
390,Normal,NaN,None,NaN,999,999,low,No Target,None
391,Normal,NaN,None,NaN,999,999,low,No Target,None
392,Normal,0.621,None,NaN,1,999,low,Target Present,None
393,Normal,NaN,None,NaN,999,999,low,No Target,None
394,Normal,NaN,None,NaN,999,999,low,No Target,None
395,Normal,NaN,None,NaN,999,999,low,No Target,None
396,Normal,0.5980000000000001,None,NaN,1,999,low,Target Present,None
397,Normal,NaN,None,NaN,999,999,low,No Target,None
398,Normal,NaN,None,NaN,999,999,low,No Target,None
399,Critical,NaN,0.991,0.37,999,1,low,No Target,tone3
400,Normal,NaN,None,NaN,999,999,low,No Target,None
401,Normal,0.7430000000000001,None,NaN,1,999,low,Target Absent,None
402,Normal,NaN,None,NaN,999,999,low,No Target,None
403,Normal,NaN,None,NaN,999,999,low,No Target,None
404,Normal,NaN,None,NaN,999,999,low,No Target,None
405,Normal,NaN,None,NaN,999,999,low,No Target,None
406,Normal,NaN,None,NaN,999,999,low,No Target,None
407,Normal,0.6160000000000001,None,NaN,1,999,low,Target Absent,None
408,Critical,NaN,0.316,0.538,999,1,low,No Target,tone1
409,Normal,0.6439999999999999,None,NaN,1,999,low,Target Absent,None
410,Normal,NaN,None,NaN,999,999,low,No Target,None
411,Normal,NaN,None,NaN,999,999,low,No Target,None
412,Critical,NaN,0.825,0.41900000000000004,999,1,low,No Target,tone2
413,Normal,NaN,None,NaN,999,999,low,No Target,None
414,Normal,NaN,None,NaN,999,999,low,No Target,None
415,Normal,NaN,None,NaN,999,999,low,No Target,None
416,Critical,NaN,0.775,0.398,999,1,low,No Target,tone2
417,Normal,NaN,None,NaN,999,999,low,No Target,None
418,Critical,NaN,0.659,0.46199999999999997,999,1,low,No Target,tone1
419,Normal,0.8009999999999999,None,NaN,1,999,low,Target Present,None
420,Normal,NaN,None,NaN,999,999,high,No Target,None
421,Normal,NaN,None,NaN,999,999,high,No Target,None
422,Normal,NaN,None,NaN,999,999,high,No Target,None
423,Critical,NaN,0.565,0.496,999,1,high,No Target,tone1
424,Normal,NaN,None,NaN,999,999,high,No Target,None
425,Normal,NaN,None,NaN,999,999,high,No Target,None
426,Normal,NaN,None,NaN,999,999,high,No Target,None
427,Normal,NaN,None,NaN,999,999,high,No Target,None
428,Normal,NaN,None,NaN,999,999,high,No Target,None
429,Normal,NaN,None,NaN,999,999,high,No Target,None
430,Normal,NaN,None,NaN,999,999,high,No Target,None
431,Normal,NaN,None,NaN,999,999,high,No Target,None
432,Normal,NaN,None,NaN,999,999,high,No Target,None
433,Normal,NaN,None,NaN,999,999,high,No Target,None
434,Normal,NaN,None,NaN,999,999,high,No Target,None
435,Normal,NaN,None,NaN,999,999,high,No Target,None
436,Critical,NaN,0.636,0.392,999,1,high,No Target,tone2
437,Normal,0.6120000000000001,None,NaN,1,999,high,Target Absent,None
438,Normal,NaN,None,NaN,999,999,high,No Target,None
439,Normal,0.641,None,NaN,1,999,high,Target Present,None
440,Normal,NaN,None,NaN,999,999,high,No Target,None
441,Normal,NaN,None,NaN,999,999,high,No Target,None
442,Normal,NaN,None,NaN,999,999,high,No Target,None
443,Normal,NaN,None,NaN,999,999,high,No Target,None
444,Critical,NaN,0.437,0.467,999,1,high,No Target,tone2
445,Normal,NaN,None,NaN,999,999,high,No Target,None
446,Normal,0.78,None,NaN,1,999,high,Target Present,None
447,Normal,NaN,None,NaN,999,999,high,No Target,None
448,Normal,NaN,None,NaN,999,999,high,No Target,None
449,Normal,NaN,None,NaN,999,999,high,No Target,None
450,Normal,0.5740000000000001,None,NaN,1,999,high,Target Present,None
451,Critical,NaN,0.273,0.573,999,1,high,No Target,tone4
452,Normal,NaN,None,NaN,999,999,high,No Target,None
453,Normal,NaN,None,NaN,999,999,high,No Target,None
454,Normal,NaN,None,NaN,999,999,high,No Target,None
455,Critical,NaN,0.023,0.64,999,1,high,No Target,tone4
456,Normal,NaN,None,NaN,999,999,high,No Target,None
457,Normal,NaN,None,NaN,999,999,high,No Target,None
458,Normal,NaN,None,NaN,999,999,high,No Target,None
459,Normal,1.0150000000000001,None,NaN,1,999,high,Target Absent,None
460,Normal,NaN,None,NaN,999,999,high,No Target,None
461,Critical,NaN,0.653,0.47699999999999987,999,1,high,No Target,tone1
462,Normal,NaN,None,NaN,999,999,high,No Target,None
463,Normal,NaN,None,NaN,999,999,high,No Target,None
464,Normal,NaN,None,NaN,999,999,high,No Target,None
465,Normal,NaN,None,NaN,999,999,high,No Target,None
466,Normal,NaN,None,NaN,999,999,high,No Target,None
467,Normal,NaN,None,NaN,999,999,high,No Target,None
468,Normal,NaN,None,NaN,999,999,high,No Target,None
469,Normal,NaN,None,NaN,999,999,high,No Target,None
470,Critical,NaN,0.478,NaN,999,0,high,No Target,tone1
471,Normal,NaN,None,NaN,999,999,high,No Target,None
472,Normal,NaN,None,NaN,999,999,high,No Target,None
473,Critical,NaN,0.59,0.45400000000000007,999,1,high,No Target,tone3
