,0,1,2,3,4,5,6,7
2008_001495.jpg, bird,,,,,21.22948510797022,low, bird
2008_001542.jpg, horse,,,,,18.414255754393281,low, horse
2008_001546.jpg, aeroplane,,,,,16.876667793733738,low, aeroplane
2008_001576.jpg, tvmonitor, chair, person,,,31.794729403138948,high, person
2008_001617.jpg, person, chair,,,,20.224139544493692,low, person
2008_001673.jpg, person, chair, bird,,,29.630121226979949,high, bird
2008_001694.jpg, pottedplant, sofa, chair,,,18.511887801846186,low, pottedplant
2008_001708.jpg, dog, cat,,,,21.247629460380587,low, dog
2008_001836.jpg, cat,,,,,20.463883689453851,low, cat
2008_001862.jpg, pottedplant, person, chair, dog, bottle,31.05804957013649,high, dog
2008_001965.jpg, person, dog,,,,28.838956354168435,high, dog
2008_002037.jpg, person, dog,,,,30.20203583105944,high, dog
2008_002062.jpg, car,,,,,18.78745072135656,low, car
2008_002084.jpg, pottedplant, person, dog,,,30.007374331932052,high, dog
2008_002116.jpg, person, dog,,,,20.166020393270408,low, person
2008_002119.jpg, pottedplant, sofa, chair, tvmonitor,,29.464580095555625,high, pottedplant
2008_002145.jpg, person,,,,,18.879557532788805,low, person
2008_002195.jpg, person, aeroplane,,,,30.480361756589573,high, aeroplane
2008_002350.jpg, bird,,,,,29.814920313574749,high, bird
2008_002372.jpg, bottle,,,,,14.593336877343006,low, bottle
2008_002379.jpg, pottedplant, chair, diningtable,,,17.13857605003491,low, pottedplant
2008_002504.jpg, boat,,,,,20.470663952413528,low, boat
2008_002672.jpg, car,,,,,30.39404844580157,high, car
2008_002700.jpg, person,,,,,21.051373291159546,low, person
2008_002704.jpg, car,,,,,19.439939384573201,low, car
2008_002709.jpg, boat, cow,,,,29.659407124334731,high, boat
2008_002725.jpg, person,,,,,35.696632302033265,high, person
2008_002736.jpg, person, diningtable, bottle,,,36.414042237667729,high, bottle
2008_002758.jpg, person, chair,,,,33.312072728004267,high, chair
2008_002773.jpg, aeroplane, boat,,,,29.287349444649568,high, aeroplane
2008_002774.jpg, person, motorbike,,,,32.123307362341912,high, person
2008_002789.jpg, person, chair, diningtable, bottle,,33.823550114260179,high, chair
2008_002864.jpg, person, diningtable, bottle,,,36.485055513299898,high, bottle
2008_002887.jpg, person, boat,,,,34.287988653046689,high, boat
2008_002897.jpg, pottedplant, person,,,,36.595770973484505,high, pottedplant
2008_002899.jpg, cat,,,,,14.127469618562607,low, cat
2008_002904.jpg, dog,,,,,17.190044648210367,low, dog
2008_003045.jpg, cat,,,,,16.417039192791336,low, cat
2008_003081.jpg, person, boat,,,,29.006457456633939,high, person
2008_003170.jpg, bird,,,,,17.167558060312739,low, bird
2008_003180.jpg, dog,,,,,31.537857125660089,high, dog
2008_003193.jpg, person,,,,,39.794110226139253,high, person
2008_003283.jpg, person, horse,,,,30.088045927192198,high, horse
2008_003369.jpg, aeroplane,,,,,15.731962722166625,low, aeroplane
2008_003378.jpg, car, chair, bicycle,,,29.730810134820999,high, car
2008_003449.jpg, boat,,,,,34.708650154968005,high, boat
2008_003461.jpg, person, horse,,,,30.927210340008561,high, horse
2008_003575.jpg, person, aeroplane,,,,31.07062434195711,high, aeroplane
2008_003587.jpg, person, dog,,,,19.793376112600363,low, person
2008_003635.jpg, person, diningtable, bottle,,,36.156012963588545,high, bottle
2008_003659.jpg, cat,,,,,15.633666738732225,low, cat
2008_003701.jpg, boat,,,,,29.9571992215138,high, boat
2008_003709.jpg, sofa,,,,,15.77924938689554,low, sofa
2008_003755.jpg, car, dog, person,,,29.763552134631723,high, person
2008_003767.jpg, pottedplant,,,,,21.25588754749905,low, pottedplant
2008_003805.jpg, person, horse,,,,29.875362071673013,high, horse
2008_003844.jpg, car, motorbike, person,,,31.408721955354231,high, car
2008_003876.jpg, aeroplane,,,,,13.440366765570474,low, aeroplane
2008_004036.jpg, person, motorbike,,,,19.446156687645161,low, person
2008_004042.jpg, bird,,,,,31.397027824172859,high, bird
2008_004171.jpg, pottedplant,,,,,20.584162567185079,low, pottedplant
2008_004188.jpg, person, dog,,,,37.006387262243649,high, dog
2008_004269.jpg, sofa, person,,,,20.983298059388602,low, sofa
2008_004270.jpg, person, sofa,,,,19.244035875135978,low, sofa
2008_004412.jpg, chair,,,,,20.413253715842103,low, chair
2008_004459.jpg, person, sofa,,,,31.124437166631626,high, sofa
2008_004482.jpg, person, bicycle, car,,,30.891672219821629,high, person
2008_004487.jpg, chair, bottle,,,,35.925064893420085,high, chair
2008_004607.jpg, bottle,,,,,20.465741194973702,low, bottle
2008_004614.jpg, car, bus, person,,,31.305135769190453,high, car
2008_004624.jpg, horse,,,,,13.879634097368903,low, horse
2008_004633.jpg, bird,,,,,30.068803282805249,high, bird
2008_004646.jpg, person, aeroplane,,,,32.014973550332165,high, aeroplane
2008_004661.jpg, pottedplant, sofa, chair, diningtable, tvmonitor,29.247483266365705,high, pottedplant
2008_004670.jpg, sofa, chair,,,,32.351474210019695,high, chair
2008_004690.jpg, bird,,,,,30.51535276170641,high, bird
2008_004814.jpg, person, bottle,,,,19.869099247411821,low, bottle
2008_004858.jpg, car, bicycle, person,,,30.476929097619227,high, car
2008_004893.jpg, bird,,,,,8.0628364927765279,low, bird
2008_004907.jpg, boat,,,,,16.580374337830555,low, boat
2008_004991.jpg, person, bottle,,,,28.916515369688039,high, bottle
2008_005046.jpg, person, dog,,,,20.712898768714968,low, dog
2008_005090.jpg, tvmonitor, sofa, bottle, person,,29.608026491553932,high, bottle
2008_005123.jpg, dog,,,,,19.570662256086155,low, dog
2008_005214.jpg, pottedplant,,,,,21.217669901647128,low, pottedplant
2008_005345.jpg, pottedplant,,,,,16.520476370843983,low, pottedplant
2008_005347.jpg, chair, bottle,,,,30.424873887317734,high, chair
2008_005472.jpg, person, car,,,,28.839741748612518,high, person
2008_005490.jpg, person, sofa,,,,13.414126280812802,low, sofa
2008_005519.jpg, pottedplant, person, chair, diningtable,,31.520687613930377,high, pottedplant
2008_005526.jpg, person, boat,,,,31.261037639233152,high, boat
2008_005600.jpg, person, cat,,,,30.226516379371247,high, cat
2008_005673.jpg, cat,,,,,18.686905104738816,low, cat
2008_005702.jpg, horse,,,,,29.28123750737463,high, horse
2008_005720.jpg, bus, boat, car,,,34.403914620094966,high, boat
2008_005728.jpg, dog,,,,,19.890088651606888,low, dog
2008_005735.jpg, cat,,,,,13.685993646696661,low, cat
2008_005750.jpg, aeroplane,,,,,29.201869461183065,high, aeroplane
2008_005818.jpg, horse,,,,,29.084159041893106,high, horse
2008_005845.jpg, dog,,,,,28.961816980758506,high, dog
2008_005869.jpg, person, bottle,,,,17.242843490790587,low, bottle
2008_005878.jpg, bus, person, car,,,31.167936969796557,high, car
2008_005903.jpg, bird,,,,,18.01566888749068,low, bird
2008_005978.jpg, person, bicycle,,,,18.237768236470679,low, person
2008_006062.jpg, tvmonitor, bottle,,,,29.993781428251964,high, bottle
2008_006072.jpg, bottle,,,,,18.259900940752694,low, bottle
2008_006121.jpg, person, boat,,,,30.384187271419634,high, boat
2008_006216.jpg, person, aeroplane,,,,31.885877800404149,high, aeroplane
2008_006452.jpg, dog,,,,,16.137458117206307,low, dog
2008_006461.jpg, bird,,,,,31.182430259996877,high, bird
2008_006470.jpg, chair,,,,,21.005917005737068,low, chair
2008_006481.jpg, bird, boat,,,,29.314233597971626,high, bird
2008_006564.jpg, aeroplane,,,,,13.513291905037027,low, aeroplane
2008_006663.jpg, person, bottle, diningtable,,,29.775484131000805,high, bottle
2008_006703.jpg, aeroplane,,,,,20.885436604139475,low, aeroplane
2008_006784.jpg, sofa,,,,,17.055909373433501,low, sofa
2008_006837.jpg, chair, dog, diningtable,,,18.206263900870965,low, chair
2008_006841.jpg, sofa, chair, person,,,30.035339131770247,high, sofa
2008_006844.jpg, person, dog, car,,,33.09488500291814,high, dog
2008_006863.jpg, person, chair, cat,,,30.878848142402841,high, cat
2008_006870.jpg, person, dog,,,,30.657341600370845,high, dog
2008_006912.jpg, person, horse,,,,28.936239221739459,high, horse
2008_006954.jpg, bird,,,,,11.957700194550672,low, bird
2008_006998.jpg, person,,,,,18.716529005195049,low, person
2008_007043.jpg, sofa, person,,,,33.279582355794268,high, sofa
2008_007048.jpg, chair, diningtable,,,,20.017308322976007,low, chair
2008_007057.jpg, dog,,,,,40.773121275105424,high, dog
2008_007091.jpg, sofa, person,,,,31.051868344918073,high, sofa
2008_007096.jpg, aeroplane,,,,,20.158044410557672,low, aeroplane
2008_007108.jpg, pottedplant, dog,,,,29.851834352354174,high, dog
2008_007143.jpg, boat,,,,,33.494613420346774,high, boat
2008_007208.jpg, dog,,,,,19.803149147012249,low, dog
2008_007250.jpg, bird,,,,,31.892125506726913,high, bird
2008_007274.jpg, dog,,,,,16.693372571654717,low, dog
2008_007378.jpg, chair, dog, diningtable,,,29.611440342795753,high, dog
2008_007388.jpg, pottedplant, chair, diningtable,,,28.766357844509439,high, chair
2008_007423.jpg, bird,,,,,33.647398005556603,high, bird
2008_007527.jpg, tvmonitor, chair,,,,32.384814141647539,high, chair
2008_007629.jpg, aeroplane,,,,,31.142308501142768,high, aeroplane
2008_007664.jpg, diningtable, person, chair, dog, bottle,36.040121428269742,high, bottle
2008_007704.jpg, chair, diningtable, bottle,,,20.038119878562025,low, bottle
2008_007745.jpg, person, dog,,,,32.959390221443385,high, dog
2008_007842.jpg, cat,,,,,20.60608553782437,low, cat
2008_007913.jpg, person, cat,,,,32.265109082996503,high, cat
2008_007970.jpg, person, aeroplane,,,,30.073041628958684,high, aeroplane
2008_008083.jpg, person, boat,,,,18.642450428633328,low, person
2008_008097.jpg, car, bicycle, motorbike, bus, person,30.263449465675929,high, car
2008_008210.jpg, person, bicycle, car,,,31.577906396402632,high, car
2008_008229.jpg, person, horse,,,,33.702921971939176,high, horse
2008_008263.jpg, aeroplane,,,,,17.350665469404078,low, aeroplane
2008_008331.jpg, pottedplant,,,,,19.321308873350851,low, pottedplant
2008_008359.jpg, aeroplane,,,,,14.1064450150686,low, aeroplane
2008_008395.jpg, person, horse,,,,19.912301015287291,low, horse
2008_008470.jpg, sofa, chair, diningtable,,,30.346694199538174,high, chair
2008_008500.jpg, person, horse,,,,33.968352980097443,high, horse
2008_008506.jpg, bird,,,,,18.837863956276628,low, bird
2008_008533.jpg, horse,,,,,19.20795639634078,low, horse
2008_008607.jpg, aeroplane,,,,,32.020689907436754,high, aeroplane
2008_008628.jpg, sofa,,,,,30.980311145262871,high, sofa
2008_008681.jpg, car, train,,,,30.208842852237307,high, car
2009_000021.jpg, car, person,,,,29.008359016330889,high, car
2009_000058.jpg, person, bottle, diningtable,,,34.072917550349175,high, bottle
2009_000059.jpg, person, chair,,,,14.420942277552813,low, chair
2009_000067.jpg, person,,,,,29.639296311219638,high, person
2009_000087.jpg, sofa,,,,,19.892389695505386,low, sofa
2009_000120.jpg, boat,,,,,30.80608913442844,high, boat
2009_000169.jpg, person, horse, car,,,20.934599857700228,low, horse
2009_000189.jpg, sofa, dog,,,,20.934059682149233,low, sofa
2009_000198.jpg, pottedplant, chair,,,,34.966628065768532,high, pottedplant
2009_000260.jpg, aeroplane,,,,,20.088435845702712,low, aeroplane
2009_000466.jpg, cat,,,,,30.954010715704413,high, cat
2009_000488.jpg, pottedplant, tvmonitor, cat,,,31.67044719842205,high, cat
2009_000523.jpg, car,,,,,21.181010736182625,low, car
2009_000539.jpg, person, dog,,,,29.354458493580452,high, dog
2009_000565.jpg, person, horse,,,,30.530489775112553,high, horse
2009_000619.jpg, bird,,,,,19.305030478108836,low, bird
2009_000629.jpg, tvmonitor, chair,,,,34.776343714473143,high, chair
2009_000716.jpg, cat,,,,,20.53735353764835,low, cat
2009_000760.jpg, pottedplant, chair, diningtable,,,34.177834247690619,high, pottedplant
2009_000919.jpg, boat,,,,,19.253519599924761,low, boat
2009_000995.jpg, sofa, person,,,,31.463677231105994,high, sofa
2009_001021.jpg, pottedplant, sofa, chair,,,31.427287995992387,high, sofa
2009_001137.jpg, pottedplant, person,,,,13.786733463571187,low, pottedplant
2009_001305.jpg, cat,,,,,18.684718211715161,low, cat
2009_001321.jpg, car, aeroplane,,,,37.93755165753997,high, aeroplane
2009_001345.jpg, person, aeroplane,,,,28.995416607430727,high, aeroplane
2009_001406.jpg, person, boat,,,,19.901616892338367,low, boat
2009_001470.jpg, sofa, dog,,,,19.188834185415878,low, sofa
2009_001568.jpg, dog,,,,,17.102590259239356,low, dog
2009_001723.jpg, boat,,,,,19.264337675075122,low, boat
2009_001774.jpg, sofa, dog,,,,16.142562620916582,low, dog
2009_001782.jpg, car,,,,,18.874156232375913,low, car
2009_001894.jpg, cat,,,,,19.107696549923212,low, cat
2009_001975.jpg, pottedplant,,,,,17.493023991641429,low, pottedplant
2009_002001.jpg, person, aeroplane,,,,34.544144821561908,high, aeroplane
2009_002137.jpg, bottle,,,,,18.603518928106912,low, bottle
2009_002306.jpg, boat,,,,,30.065266395495019,high, boat
2009_002325.jpg, sofa, chair,,,,19.836491630222174,low, sofa
2009_002374.jpg, chair,,,,,20.138559565527519,low, chair
2009_002414.jpg, bird,,,,,29.742786682331467,high, bird
2009_002439.jpg, person, cat,,,,20.139877805151379,low, person
2009_002521.jpg, bottle,,,,,20.832521553254701,low, bottle
2009_002571.jpg, pottedplant, sofa, chair, diningtable,,28.968465057520145,high, sofa
2009_002594.jpg, bottle,,,,,19.096237359535362,low, bottle
2009_002604.jpg, bird,,,,,13.644417789905445,low, bird
2009_002697.jpg, horse,,,,,19.789006070959889,low, horse
2009_002711.jpg, car, person,,,,17.856305662122608,low, car
2009_002749.jpg, bottle,,,,,20.96364307633711,low, bottle
2009_002750.jpg, person, horse,,,,30.141763061562205,high, horse
2009_002803.jpg, dog,,,,,20.194433628678276,low, dog
2009_002817.jpg, pottedplant,,,,,19.54050687002545,low, pottedplant
2009_002888.jpg, aeroplane,,,,,18.000361854332464,low, aeroplane
2009_002897.jpg, boat,,,,,29.608002755298447,high, boat
2009_002998.jpg, sofa,,,,,20.956307286196321,low, sofa
2009_003084.jpg, boat,,,,,20.074715872568312,low, boat
2009_003209.jpg, dog,,,,,18.981598230274844,low, dog
2009_003232.jpg, horse,,,,,20.957748315290196,low, horse
2009_003309.jpg, aeroplane,,,,,19.095995737676468,low, aeroplane
2009_003338.jpg, person, horse,,,,30.130898028557787,high, horse
2009_003351.jpg, pottedplant, person, chair, motorbike, boat,31.580489902106894,high, boat
2009_003373.jpg, sofa, tvmonitor,,,,15.574047189150072,low, sofa
2009_003520.jpg, chair, diningtable,,,,29.119691130314798,high, chair
2009_003530.jpg, person, horse,,,,20.529451477248333,low, person
2009_003679.jpg, pottedplant,,,,,20.395429944295131,low, pottedplant
2009_003686.jpg, horse,,,,,18.720728543179284,low, horse
2009_003705.jpg, person, aeroplane,,,,29.547306113597852,high, aeroplane
2009_003802.jpg, car, bicycle, motorbike,,,29.67801392295739,high, car
2009_003884.jpg, chair, diningtable,,,,28.728636261215211,high, chair
2009_003993.jpg, bird,,,,,20.757885363436262,low, bird
2009_004076.jpg, sofa, dog,,,,15.553393150912814,low, sofa
2009_004129.jpg, chair,,,,,11.459232377151849,low, chair
2009_004154.jpg, person, chair, diningtable, bottle,,29.622914279842281,high, bottle
2009_004225.jpg, cat,,,,,12.729033444663401,low, cat
2009_004262.jpg, horse,,,,,19.764836408229893,low, horse
2009_004283.jpg, pottedplant, sofa,,,,29.042488868120479,high, sofa
2009_004364.jpg, car, bicycle,,,,28.730946256992283,high, car
2009_004414.jpg, aeroplane,,,,,35.972960084007049,high, aeroplane
2009_004594.jpg, car,,,,,19.030178152384888,low, car
2009_004598.jpg, cat,,,,,16.656599770121232,low, cat
2009_004737.jpg, chair,,,,,16.985442334643722,low, chair
2009_004779.jpg, cat,,,,,19.09625234571384,low, cat
2009_004794.jpg, pottedplant, person, bottle, diningtable,,36.665582819269645,high, pottedplant
2009_004849.jpg, person, chair, motorbike,,,31.7742392698987,high, chair
2009_004888.jpg, person, boat,,,,16.651242460530831,low, boat
2009_004984.jpg, bicycle, bottle,,,,18.893798014446219,low, bottle
2009_005008.jpg, pottedplant,,,,,17.770158360863313,low, pottedplant
2009_005036.jpg, car, aeroplane,,,,16.811685000593723,low, aeroplane
2009_005044.jpg, bottle,,,,,15.713624833374666,low, bottle
2009_005075.jpg, aeroplane,,,,,20.272204751551552,low, aeroplane
2009_005118.jpg, boat,,,,,28.710284354349579,high, boat
2009_005133.jpg, car,,,,,29.270464835358208,high, car
2009_005308.jpg, bottle,,,,,21.116301747151233,low, bottle
2010_000074.jpg, person, dog,,,,32.142427134910967,high, dog
2010_000090.jpg, chair, dog,,,,13.836710152206384,low, chair
2010_000109.jpg, cat,,,,,21.194101616126162,low, cat
2010_000132.jpg, pottedplant,,,,,19.906276626032106,low, pottedplant
2010_000229.jpg, aeroplane,,,,,14.341894736874325,low, aeroplane
2010_000299.jpg, bird,,,,,19.706122139777051,low, bird
2010_000426.jpg, bottle,,,,,17.883134744539571,low, bottle
2010_000536.jpg, cat,,,,,31.54166437440535,high, cat
2010_000613.jpg, horse,,,,,20.885583923700768,low, horse
2010_000616.jpg, cat,,,,,18.135096838925413,low, cat
2010_000750.jpg, pottedplant,,,,,11.902212339033811,low, pottedplant
2010_000792.jpg, person, bottle,,,,29.276302306620728,high, bottle
2010_000805.jpg, dog, bottle,,,,18.860703342090677,low, bottle
2010_000811.jpg, dog,,,,,18.045035650575532,low, dog
2010_000815.jpg, cat,,,,,30.30670761720366,high, cat
2010_000865.jpg, person, train, car,,,31.026856988880144,high, car
2010_001036.jpg, person, boat,,,,19.194815950035931,low, boat
2010_001118.jpg, bus, car,,,,39.116317372229396,high, car
2010_001159.jpg, bird,,,,,14.343346792518373,low, bird
2010_001271.jpg, chair, diningtable,,,,20.735145690609489,low, chair
2010_001434.jpg, sofa, chair,,,,31.260540003266531,high, sofa
2010_001451.jpg, horse,,,,,14.300464691841311,low, horse
2010_001586.jpg, person, train, sofa,,,31.65115644279944,high, sofa
2010_001645.jpg, person, diningtable, bottle,,,38.972642388939022,high, bottle
2010_001682.jpg, person, chair, diningtable, bottle,,33.478750472719696,high, bottle
2010_001691.jpg, boat,,,,,16.862966211610619,low, boat
2010_001731.jpg, chair,,,,,9.9553684007073908,low, chair
2010_001829.jpg, horse,,,,,19.234401336670953,low, horse
2010_001856.jpg, person, horse,,,,35.669132455550859,high, horse
2010_001907.jpg, person, chair, diningtable,,,20.561279009327844,low, chair
2010_001908.jpg, person, dog,,,,18.281400610092522,low, dog
2010_001939.jpg, tvmonitor, diningtable, cat,,,29.842922502719393,high, cat
2010_001988.jpg, bird,,,,,15.253871492883169,low, bird
2010_001993.jpg, car, person,,,,21.05297682386103,low, car
2010_002127.jpg, person, bottle, car,,,34.313161041293178,high, car
2010_002183.jpg, person, horse,,,,34.557577168628228,high, horse
2010_002278.jpg, person, cat,,,,29.867994035114002,high, cat
2010_002283.jpg, horse,,,,,18.057825283941515,low, horse
2010_002349.jpg, dog,,,,,19.993102773679155,low, dog
2010_002379.jpg, pottedplant,,,,,19.895720118017291,low, pottedplant
2010_002393.jpg, boat,,,,,20.131411086471946,low, boat
2010_002472.jpg, cat,,,,,32.660663951184659,high, cat
2010_002498.jpg, person, boat,,,,17.997748470093857,low, boat
2010_002603.jpg, person, chair,,,,37.05291171015417,high, person
2010_002620.jpg, boat,,,,,34.96752773409758,high, boat
2010_002645.jpg, cat,,,,,20.850125265290931,low, cat
2010_002702.jpg, person, boat, car,,,35.704708934850657,high, boat
2010_002742.jpg, person, bottle, pottedplant, tvmonitor, chair,31.676385713707838,high, bottle
2010_002775.jpg, dog,,,,,29.77784058169977,high, dog
2010_002956.jpg, bottle,,,,,16.598874860824477,low, bottle
2010_003101.jpg, pottedplant,,,,,19.252734908007358,low, pottedplant
2010_003280.jpg, person, horse,,,,20.306835318139004,low, horse
2010_003287.jpg, tvmonitor, chair, person,,,20.155193047230767,low, chair
2010_003297.jpg, person, horse,,,,31.969634324354409,high, horse
2010_003329.jpg, bottle,,,,,20.965775321926717,low, bottle
2010_003400.jpg, car,,,,,11.740304537002435,low, car
2010_003419.jpg, bird,,,,,28.667065204437929,high, bird
2010_003453.jpg, car,,,,,17.731696099482228,low, car
2010_003490.jpg, horse,,,,,31.514885822931809,high, horse
2010_003579.jpg, chair, cat,,,,29.798629151951733,high, cat
2010_003724.jpg, person, bird,,,,29.657389969329227,high, bird
2010_003729.jpg, pottedplant, car, chair, bicycle, person,30.133244112833108,high, pottedplant
2010_003746.jpg, car, dog, person,,,21.020159211351668,low, car
2010_003861.jpg, pottedplant, person, chair, sofa, cat,29.727129597298969,high, cat
2010_003890.jpg, horse,,,,,19.803898838362514,low, horse
2010_003911.jpg, boat,,,,,20.084302537016953,low, boat
2010_003943.jpg, cat,,,,,31.193570788757722,high, cat
2010_004014.jpg, car,,,,,18.597981681742631,low, car
2010_004145.jpg, horse,,,,,18.590456430582353,low, horse
2010_004175.jpg, cat,,,,,10.236635760901883,low, cat
2010_004223.jpg, person, chair,,,,16.606806579152448,low, person
2010_004231.jpg, chair, diningtable,,,,15.830708942989274,low, chair
2010_004339.jpg, dog,,,,,18.02036796686756,low, dog
2010_004423.jpg, aeroplane,,,,,29.739677956098852,high, aeroplane
2010_004425.jpg, sofa, cat,,,,18.288477341906038,low, sofa
2010_004447.jpg, person, bottle, sofa,,,33.561185784733894,high, bottle
2010_004662.jpg, boat,,,,,21.198620417532712,low, boat
2010_004683.jpg, pottedplant, dog,,,,28.663633475174361,high, pottedplant
2010_004753.jpg, chair, cat,,,,16.65486588795244,low, chair
2010_004763.jpg, chair,,,,,33.261768176974613,high, chair
2010_004778.jpg, person, chair, diningtable, bottle,,30.060591861960415,high, bottle
2010_004791.jpg, aeroplane,,,,,20.120761243201123,low, aeroplane
2010_005054.jpg, tvmonitor, sofa,,,,20.216263522932969,low, sofa
2010_005101.jpg, aeroplane,,,,,13.350033322032774,low, aeroplane
2010_005106.jpg, person, aeroplane,,,,30.242937209299559,high, aeroplane
2010_005170.jpg, person, chair, diningtable, sofa,,30.916466766406522,high, sofa
2010_005217.jpg, bird,,,,,20.821731630747827,low, bird
2010_005257.jpg, cat,,,,,20.041574567240037,low, cat
2010_005270.jpg, person, horse, dog,,,31.37245999871385,high, horse
2010_005391.jpg, dog,,,,,18.608803704733788,low, dog
2010_005437.jpg, car,,,,,20.487166726481941,low, car
2010_005542.jpg, car, bicycle, person,,,28.874416244148048,high, person
2010_005572.jpg, person, motorbike,,,,31.076858313574171,high, person
2010_005606.jpg, person, sofa, cat,,,29.514189787401428,high, cat
2010_005608.jpg, bird,,,,,29.272654602537909,high, bird
2010_005628.jpg, pottedplant, person, chair, dog,,34.099790178372324,high, dog
2010_005718.jpg, car, aeroplane,,,,32.224520766602424,high, aeroplane
2010_005780.jpg, boat,,,,,16.846336579249186,low, boat
2010_005785.jpg, car,,,,,16.197035825449316,low, car
2010_005885.jpg, dog,,,,,20.074686131837289,low, dog
2010_005894.jpg, chair,,,,,29.027958359084288,high, chair
2010_005996.jpg, pottedplant, person, train,,,29.10600637597598,high, pottedplant
2010_006023.jpg, aeroplane,,,,,12.53657278412077,low, aeroplane
2010_006033.jpg, car,,,,,32.977395883300268,high, car
2011_000070.jpg, sofa,,,,,16.900856696784679,low, sofa
2011_000224.jpg, sofa,,,,,17.316646037114566,low, sofa
2011_000282.jpg, person, chair, bottle, diningtable,,35.134856512845488,high, bottle
2011_000293.jpg, car,,,,,9.1563902861608639,low, car
2011_000434.jpg, sofa, person, tvmonitor,,,31.149256416480569,high, sofa
2011_000481.jpg, aeroplane,,,,,15.759492066531687,low, aeroplane
2011_000499.jpg, tvmonitor, chair, sofa,,,30.457957800415659,high, sofa
